Name,Category,Ratings,Rating counts,Mobile Number,Address,Segment,Website_clean,Website Status
JS Paradise Homes India Private Limited,Real estate,4.2,37,9843815516,"1, Arunachalam Rd",Highly Recommended Service,http://jsparadise.com/webpages/contact.asp,Yes
Lakshmi Agencies,Real estate,5,6,9940550038,"no.7, 1st Seaward Rd",Highly Recommended Service,http://lakshmirealty.in/,Yes
Land and Buildings,Real estate,4.7,3,4424916900,"No 93, Plot 337, Lakshmanaswamy Salai",Highly Recommended Service,http://landandbuildings.co.in/,Yes
Manju Groups,Real estate,3.9,46,6379076678,"26V6+FR2, SH 2",Highly Recommended Service,http://manjugroup.co.in/,Yes
PROPERTICKS REALTY INFO PRIVATE LIMITED,Real estate,4.3,21,9087788555,"NoAp-2242,2nd floor, 12th Main Rd, Shanthi Colony, Anna Nagar, Chennai, Tamil Nadu 600040",Highly Recommended Service,http://properticks.com/,Yes
MoServe Real Estate,Real estate,4.8,18,9444941625,"No. 7, GK Road, Coats Rd, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,http://realestate-chennai.com/,Yes
SAN Global,Real estate,4.6,9,9566096640,"10, State Bank St",Highly Recommended Service,http://sanglobal.co.in/,Yes
Sunshine Property,Real estate,4.2,9,4449506464,"11, 12",Highly Recommended Service,http://sunshineproperty.in/,Yes
24K Realtors Corporate Office,Real estate,4.8,138,8838053254,"Landmark, No.2,1st Floor, KVIC NAGAR, Velachery Main Rd, next to KTM Showroom",Highly Recommended Service,http://www.24krealtors.com/,Yes
Ace Realty Connection,Real estate,5,3,9841061999,"Unit No1. 5th floor, Sindur Pantheon Plaza",Highly Recommended Service,http://www.acerealty.in/,Yes
Appaswamy Real Estates Ltd,Real estate,4.2,473,4424349090,"3, Mangesh St, Postal Colony, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,http://www.appaswamy.com/,Yes
Best Service Realty,Real estate,4.8,652,9444215263,"No:132, 48, Subramania Mudali St, Suriyammapet, Saidapet, Chennai, Tamil Nadu 600015",Highly Recommended Service,http://www.bestservicerealty.in/,Yes
Bhoomathy Real,Real estate,4.3,6,9444047505,"36C2+CPF, Kaliamman Koil St",Highly Recommended Service,http://www.bhoomathirealestate.in/,Yes
BLB Estates PVT. LTD,Real estate,4.7,201,4435242577,"21, Chinnaya St, New Colony, Thirumurthy Nagar, Satyamurthy Nagar, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,http://www.blbestates.com/,Yes
Chandrasekar Builders - Best builders in Chennai,Real estate,4.5,42,9176600604,"No: 1, Chandrasekar Gardens, Gopalan Street, West Mambalam",Highly Recommended Service,http://www.chandrasekarbuilders.com/,Yes
Chattels Retail (Real Estate) Pvt Ltd,Real estate,5,158,7418087418,"14, Murrays Gate Rd, Vannia Teynampet, Venus Colony, Alwarpet, Chennai, Tamil Nadu 600018",Highly Recommended Service,http://www.chattels.in/,Yes
Chennai Real Promoters Pvt Ltd,Real estate,3.7,24,9941902220,"No: AP 67, Agathiyar Nagar Extension 2nd St, Anna Nagar, AF Block, Anna Nagar, Chennai, Tamil Nadu 600040",Highly Recommended Service,http://www.chennairealpromoters.com/,Yes
Muthu Real Estate,Real estate,4,14,9962373073,Tamil Nadu,Highly Recommended Service,http://www.cmuthurealtors.com/,Yes
Colliers International Chennai,Real estate,4.5,51,4422505500,"Infinite Tower, 7th floor, A-21 & A-22, Thiru, Vi. Ka industrial Estate, Guindy, Chennai, Tamil Nadu 600032",Highly Recommended Service,http://www.colliers.com/,Yes
Elite Estate,Real estate,3.5,167,9840557669,"jothi theater, No.1/39_6_2North parade road st anthomos mount, near, Guindy, Chennai, Tamil Nadu 600016",Highly Recommended Service,http://www.eliteestate.co.in/,Yes
"Elite Realtors - RERA Registered Real Estate Agent in Chennai & Property Consultant in Anna nagar, Chennai",Real estate,5,77,9840833750,"Ap 1207 Thendral Colony, 5th St, Anna Nagar West, Chennai, Tamil Nadu 600040",Highly Recommended Service,http://www.eliterealtors.co.in/,Yes
EVK REAL ESTATE,Real estate,4.7,19,9003136370,"matha nager, opposite Balaji Tea Shop",Highly Recommended Service,http://www.evkrealestate.in/,Yes
Find City Homes,Real estate,4.9,110,9840172803,"715A 7th floor, Spencer Plaza Mall, Anna Salai",Highly Recommended Service,http://www.findcityhomes.in/,Yes
Franch Realty,Real estate,5,36,9384664294,"River View Rd, near IPS Colony, Ramapuram, River View Colony, Manapakkam, Chennai, Tamil Nadu 600125",Highly Recommended Service,http://www.franchrealty.com/,Yes
GP Realty (Chennai) P Ltd,Real estate,4.6,22,8939711333,"Old No. 73/4, New No.9, 4, 1st St, Indira Colony, Ashok Nagar, Chennai, Tamil Nadu 600083",Highly Recommended Service,http://www.gprealty.in/,Yes
Hajee Jamal Real Estate,Real estate,2.3,4,9840063617,"No 67, 29, Pillaiyar Koil St",Needs Improvement,http://www.hajeejamalrealestate.com/,Yes
Hanu Reddy Realty,Real estate,4.8,151,4443999500,"Wallace Garden 1st St, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006",Highly Recommended Service,http://www.hanureddyrealty.com/,Yes
Hanu Reddy Realty India Pvt. Ltd.,Real estate,4.8,194,4443999777,"Radha Ave Main Rd, Ayyavu Nagar Extension, Kandan Nagar, Valasaravakkam, Chennai, Tamil Nadu 600095",Highly Recommended Service,http://www.hanureddyrealty.com/,Yes
HouseHunt™ - CRISIL Rated | Leading Real Estate Consultant,Real estate,4.8,44,7373722208,"New No:16,Old No:11 Srinivasan Street,Kadaperi",Highly Recommended Service,http://www.househuntindia.com/,Yes
Jain Estates,Real estate,4.9,154,8072307332,"2 /3. 8th Cross Street ,Shenoy Nagar Nagar West, Chennai - 600 030, Chennai, Tamil Nadu 600030",Highly Recommended Service,http://www.jainestates.com/,Yes
Kavin Real Estate Chennai Private Limited,Real estate,4.7,152,9884088660,"Paruthippattu, Kamaraj Nagar, Avadi, Chennai, Tamil Nadu 600071",Highly Recommended Service,http://www.kavinrealestate.com/,Yes
Knight Frank (India) Pvt. Ltd. (Chennai Office),Real estate,4.5,90,4442969000,"No. 8, 17, Shafee Mohammed Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006",Highly Recommended Service,http://www.knightfrank.co.in/,Yes
Kothari Estates,Real estate,3.8,14,9840089998,"Prince Plaza, Door No.15, Ground Floor, New No.73, Pantheon Rd",Highly Recommended Service,http://www.kothariestates.com/,Yes
"Loans360.in - Property Loan Chennai, Home Loan Chennai, NRI Loans Chennai",Real estate,5,62,7704077030,"2/3 first floor, Vedammal Ave, Dr.Subbaraya Nagar, Chennai, Tamil Nadu 600024",Highly Recommended Service,http://www.loans360.in/,Yes
Mehta Real Estate,Real estate,4.2,23,9566113311,"Office- C, 3rd Floor, TOWER-3, Shakti Towers, 766, Anna Salai, Chennai, Tamil Nadu 600002",Highly Recommended Service,http://www.mehtarealestate.com/,Yes
Merloam Estates,Real estate,4.6,102,9787066668,"40, State Bank Colony 3rd St",Highly Recommended Service,http://www.merloamestates.com/,Yes
MPS Realty - Real Estate Agency in Chennai,Real estate,4.9,234,9600177749,"47, Kalaimani St, Karthikeyan Nagar, Maduravoyal, Chennai, Tamil Nadu 600095",Highly Recommended Service,http://www.mpsrealty.in/,Yes
My Property Boutique Private Limited Real Estate,Real estate,4.8,117,9884640673,"S -38 phase, Spencer Plaza Mall, 2, 2nd St, Anna Salai, Royapettah, Chennai, Tamil Nadu 600002",Highly Recommended Service,http://www.mypropertyboutique.com/,Yes
OREL PC,Real estate,4.8,40,9962003031,"SmartWorks Building, 26B, Nehu, Anna Salai, Jawaharlal Nehru Salai, Guindy, Chennai, Tamil Nadu 600032",Highly Recommended Service,http://www.orelpc.com/,Yes
Pincoded Real Estate Services,Real estate,4.8,5,9884997500,"511, Shivalaya Building, 171, Ethiraj Salai, above Sangeetha hotel, Egmore, Chennai, Tamil Nadu 600008",Highly Recommended Service,http://www.pincoded.com/,Yes
Primelocator,Real estate,4.8,8,9840033173,"GB, Ground Floor,26, Shastri Nagar, First avenue, Adyar",Highly Recommended Service,http://www.primelocator.in/,Yes
Propertism Realty Advisors LLP,Real estate,4.9,122,9841844452,"SSR Pankajam towers, 30, Arunachalam Rd, Saligramam, Chennai, Tamil Nadu 600093",Highly Recommended Service,http://www.propertism.com/,Yes
PropLeaf,Real estate,5,24,9952666269,"24, Vinayagampet St, Suriyammapet, Saidapet, Chennai, Tamil Nadu 600015",Highly Recommended Service,http://www.propleaf.com/,Yes
Prosperty Real Estate,Real estate,4.6,70,9500013446,"Level 1& 2, AP 676, Q Block 15th St, H Block, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",Highly Recommended Service,http://www.prospertyrealestate.com/,Yes
REALTY INDIA,Real estate,5,20,9952024393,"Ground Floor, jain colony, No.44, Choolai, Chennai, Tamil Nadu 600112",Highly Recommended Service,http://www.realtyindia.in/,Yes
Savills Chennai,Real estate,4.7,23,4466180037,"5th Floor, 26XW+Q3Q SKCL Harmony Square, 48 & 50, Prakasam St, Gangai Karai Puram, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,http://www.savills.in/,Yes
Star Ocean Assets,Real estate,5,4,9566477177,"No 9, 5, Coats Rd",Highly Recommended Service,http://www.staroceanassets.com/,Yes
STG Real Estates,Real estate,5,6,9159583555,"127, Jawaharlal Nehru Salai",Highly Recommended Service,http://www.stgrealestates.com/,Yes
Tamil Nadu Real Estate Consultants Association (TNRECA),Real estate,4.8,27,9363907294,"54, Jayabalan St, Vasudevan Nagar, Kasi Estate, West Jafferkhanpet, Chennai, Tamil Nadu 600083",Highly Recommended Service,http://www.tnreca.com/,Yes
Visalam Homes Private Limited,Real estate,4.6,12,4442663134,"Office:15, 29, Mayor Chittibabu St",Highly Recommended Service,http://www.visalamhomes.com/,Yes
Adiyogi Real Estate (Wholesale),Real estate,4.6,69,7824000015,"ADJ Tower, No. 2/2, 2nd Floor, 2nd Main Rd, S. V. S Nagar, Valasaravakkam, Chennai, Tamil Nadu 600087",Highly Recommended Service,https://adiyogipromoters.com/,Yes
Adyar Real Estate Agents,Real estate,5,31,9600714704,"64/9, Ground Floor, 2nd Main Rd, First Avenue, Indira Nagar, Adyar, Chennai, Tamil Nadu 600020",Highly Recommended Service,https://adyarrealestateagents.weebly.com/,Yes
Sakthi Realty Homes,Real estate,5,2,7299446721,Parasuram Nagar,Highly Recommended Service,https://bit.ly/3a3jbhu,Yes
Vivin Realtors,Real estate,0,18,8807291899,"32, Bazaar St",Needs Improvement,https://chennairealproperties.com/,Yes
For Rent,Real estate,4,4,9865944709,"Kodambakkam Rd, Mettupalayam, Saidapet, Chennai, Tamil Nadu 600033",Highly Recommended Service,https://for-rent.ueniweb.com/?utm_campaign=gmb,Yes
Sri Sai Danan Realty,Real estate,4.9,46,9884465598,"Old No.15 (New, 43, Aryagowda Rd, AGS Colony, Ramakrishnapuram, West Mambalam, Chennai, Tamil Nadu 600033",Highly Recommended Service,https://g.co/kgs/jxydpx,Yes
Hanu Reddy Realty,Real estate,4.5,194,7824868457,"D No.121, Rajiv Gandhi Salai, Old, Mahabalipuram Rd, Perungudi, Chennai, Tamil Nadu 600096",Highly Recommended Service,https://hanureddyrealty.com/,Yes
Hanu Reddy Realty India Pvt. Ltd.,Real estate,4.9,432,4443999600,"HANU REDDY REALTY, New No.46, 2nd Main Rd, Kasturba Nagar, Adyar, Chennai, Tamil Nadu 600020",Highly Recommended Service,https://hanureddyrealty.com/,Yes
Namma veedu Housing & Real Estate Company-Estate Agents in Perambur,Real estate,5,3,7010787117,"Masjid-E-Azam, Pulianthope High Road",Highly Recommended Service,https://homesandland.in/,Yes
Infinity property,Real estate,0,18,9840958383,"""Anjuman shopping complex"" , 846, 2nd Floor , shop no:9 , Anna salai , near khadi gramodyog, Chennai, Tamilnadu : 600002",Needs Improvement,https://infinityproperty.in/,Yes
KAAVIYA HOMES PVT LTD.,Real estate,4.5,18,7299932662,"145 C3, 4th Cross St",Highly Recommended Service,https://kaaviyahomes.com/,Yes
Kenaan Properties,Real estate,5,6,9884457711,"8/16P, G2, 3rd Street Krishnamachari Nagar, Alapakkam, Chennai, Tamil Nadu 600116",Highly Recommended Service,https://kenaanproperties.com/,Yes
Lunazo Homes,Real estate,4.6,15,9500121732,"No: 34, Northern Side, 10th Ave",Highly Recommended Service,https://lunazohomes.com/,Yes
M R REALTY,Real estate,5,22,9840472741,"2nd Floor, Office no 6, 42, Red Cross Rd, Egmore, Chennai, Tamil Nadu 600008",Highly Recommended Service,https://mrrealtyservices.com/,Yes
"REAL ESTATES CHENNAI - Apartments, Flat for Sale, House for Sale, Villa for Sale in Chennai",Real estate,5,3,9841411175,"Flat F2, W6R5+XFQ Keerthi Murugas, Kannan Nagar 1st Main Rd, opposite Balaji Dental College and Hospital, Kamakoti Nagar, Pallikaranai, Chennai, Tamil Nadu 600100",Highly Recommended Service,https://real-estates-chennai.localo.site/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink,Yes
RS REALTY - Best Real Estate in Pallavaram - Chennai,Real estate,4.9,115,9840289542,"2nd Floor, 74, Grand Southern Trunk Rd, Sunnambu Colony, Pallavaram, Chennai, Tamil Nadu 600043",Highly Recommended Service,https://rsrealty.net/,Yes
SAASAA Realtors,Real estate,0,18,9585986888,PA Complex,Needs Improvement,https://saasaa.in/,Yes
Sai Realty,Real estate,5,28,9176649982,"21, Pasumarthy St, Viswanatha Puram, Kodambakkam, Chennai, Tamil Nadu 600024",Highly Recommended Service,https://sairealtykodambakkam.my.canva.site/sairealty-kodambam,Yes
Samsur Properties,Real estate,4.5,4,9042000172,10+ years in business,Highly Recommended Service,https://samsurproperties.in/,Yes
SS Property Consultant,Real estate,5,19,8608800166,"Kuppam Garden, 29 Sri Devi, Brindavan Nagar Main Rd, Valasaravakkam, Chennai, Tamil Nadu 600087",Highly Recommended Service,https://sspropertyconsultant.com/,Yes
Stay Confident PG Homes,Real estate,4.8,258,9884444587,"New No:8, T154, Cholan St",Highly Recommended Service,https://tinyurl.com/stayconfidentpghomes,Yes
Traventure Homes Private Limited,Real estate,4.3,120,9150015000,"Door No.10, Plot No.55, Kannammal St",Highly Recommended Service,https://traventurehomes.com/,Yes
Chennai's Verified.RealEstate,Real estate,5,9,9996129996,"3/350/2, OMR",Highly Recommended Service,https://verified.realestate/,Yes
Vijay Raja Homes Private Limited Corporate Office,Real estate,4.4,1400,7540002000,"50, Bharathi St",Top Rated Service,https://vijayrajagroup.com/,Yes
V Realtors,Real estate,4.4,16,4448588986,"JBS HOME, 50, 58th St, Ashok Nagar, Chennai, Tamil Nadu 600083",Highly Recommended Service,https://vrealtors.in/,Yes
WHITE HOUSE FINANCIAL /MORTGAGE LOAN IN CHENNAI / HOMELOAN in CHENNAI/WITHOUT PLAN &INCOME PROOF. PATTA PROPERTY& SME,Real estate,5,296,9840250054,"1st Floor, Pearl House New No 14, old, 78 2, Saidapet Rd",Highly Recommended Service,https://whitehousefinancialservices.in/,Yes
Bigbull Realty Services,Real estate,0,18,4428344851,"29, 2nd Floor, Ramakrishna St, off North Usman Road",Needs Improvement,https://www.bigbullrealty.com/,Yes
Chennai Dream Homes®,Real estate,4.6,48,9840951001,"1st Main Rd, Kakkan Nagar, Besant Nagar, Chennai, Tamil Nadu 600090",Highly Recommended Service,https://www.chennaidreamhomes.com/,Yes
Chennai Prop Experts,Real estate,4.9,41,9551552000,"Door No,1, First floor, Periyar St",Highly Recommended Service,https://www.chennaipropexpert.com/,Yes
Connection Point,Real estate,4.9,343,9884041884,"1st Floor, Sindur Plaza, 42, Red Cross Rd, Egmore, Chennai, Tamil Nadu 600008",Highly Recommended Service,https://www.connectionpoint.in/,Yes
Evrnest Vista Associate,Real estate,4.8,42,9952070767,"Flat No. 3, K V Apartments, 16A, Poes Garden, 2nd floor, Chennai, Tamil Nadu 600018",Highly Recommended Service,https://www.evrnest.in/,Yes
Green Future Realty,Real estate,4.9,17,7305669998,"Plot No. 35, Hindu Colony 1st Main Rd",Highly Recommended Service,https://www.facebook.com/gfrealty,Yes
Anna Nagar Real Estates,Real estate,5,6,8270410017,"1943, 18th Main Rd, Aishwarya Colony, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",Highly Recommended Service,https://www.facebook.com/groups/1130534770837003/?ref=share,Yes
VSV Realty,Real estate,5,51,9884978515,"18, Thangal Erikkarai St, Lakshmi Nagar, Sheik Abdullah Nagar, Virugambakkam, Chennai, Tamil Nadu 600092",Highly Recommended Service,https://www.facebook.com/vsvrealty,Yes
Highpowerv Realtors & Construction Company Private Limited,Real estate,4,1,9940625257,"61, 5th Cross St, Logaya Colony, Saligramam, Chennai, Tamil Nadu 600092",Highly Recommended Service,https://www.highpowervrealtors.com/,Yes
Home Konnect® - CRISIL Rated & RERA Registered Real Estate Consultants Award Winning Top Rated Real Estate Agency,Real estate,4.9,807,9940366555,"No. 5B, 5th Floor, Doshi Towers Old No. 156, New No. 205, Poonamallee High Rd, Kilpauk, Chennai, Tamil Nadu 600010",Highly Recommended Service,https://www.homekonnect.com/,Yes
Housewise.in - Property Management in Chennai,Real estate,4.5,112,8448440693,"Regus, Prince Infocity II, Unit No.1, First Floor, 283/3, Rajiv Gandhi Salai, OMR, Kandhanchavadi, Perungudi, Chennai, Tamil Nadu 600096",Highly Recommended Service,https://www.housewise.in/,Yes
"Jehovah Builders Pvt Ltd.,",Real estate,4.8,175,4443532082,"Shop no: 201 2nd floor, Raahat Plaza, 172, Arcot Rd",Highly Recommended Service,https://www.jehovahbuilders.com/,Yes
Luxclusive Homes,Real estate,5,63,7401114444,"14, Murrays Gate Rd, Vannia Teynampet, Venus Colony, Alwarpet, Chennai, Tamil Nadu 600018",Highly Recommended Service,https://www.luxclusivehomes.com/,Yes
Navin's,Real estate,4.2,205,8870065065,"Ground Annex, Navin's Triumph, 802 & 804, Anna Salai, opposite to Cosmopolitan Golf",Highly Recommended Service,https://www.navins.in/,Yes
Prime Housing & Properties - Real Estate Agency Chennai,Real estate,3.5,8,9962383622,"Avvaiyar St, near HOTEL KINGS PALACE, Ambal Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032",Highly Recommended Service,https://www.primehousing.in/,Yes
Pudhura Homes,Real estate,3.9,13,8122244788,"No. L, 42A, 60 Feet Rd",Highly Recommended Service,https://www.pudhurahomes.in/,Yes
Relybricks Property Management | Chennai | Bangalore,Real estate,5,28,9952004948,"No 61, Ponniamman Koil St, satyanarayana puram, moulivakkam, Chennai, Tamil Nadu 600085",Highly Recommended Service,https://www.relybricks.com/,Yes
Sathish Realty – Real Estate Agency & Property Consultant in Chennai,Real estate,4.8,6,9500951956,"37/18, 72th St, R.V. Nagar, Mettuppalayam, Ashok Nagar, Chennai, Tamil Nadu 600083",Highly Recommended Service,https://www.sathishrealty.in/,Yes
Selvam Realestate,Real estate,4.9,8,9444008212,"Family Salon, 4, Anna Main Rd, near STUDIO 11, K K Nagar, MGR Nagar, Nesapakkam, Chennai, Tamil Nadu 600078",Highly Recommended Service,https://www.selvamrealestates.com/,Yes
Shriram Properties Limited,Real estate,3.3,154,4469038700,"Lakshmi Neela 1st floor Rite Choice Chamber, No 9, Bazullah Rd",Highly Recommended Service,https://www.shriramproperties.com/?utm_source=googlemap&utm_medium=gmb&utm_campaign=brand,Yes
"Sobha Limited, Chennai",Real estate,4.5,21,8046464500,"Poly Hose Tower, 5th Floor, SPIC Annex, No-88, Anna Salai",Highly Recommended Service,https://www.sobha.com/,Yes
SR ESTATES,Real estate,4.9,79,9841436766,"Thiruvalluvar Salai, Block 12, Block 11, J J Nagar, Mogappair East, Chennai, Tamil Nadu 600037",Highly Recommended Service,https://www.srestates.in/,Yes
Srinivasa real estate,Real estate,4.5,47,9941187202,"45/7A, 200 Feet Radial Rd, Thuraipakkam, Thoraipakkam, Tamil Nadu 600097",Highly Recommended Service,https://www.srinivasarealestate.com/,Yes
Taaj Real Estate,Real estate,4.8,57,9840261525,"39, SRP Koil St N, Maniyammai Nagar, Tiru Vi Ka Nagar, Perambur, Chennai, Tamil Nadu 600011",Highly Recommended Service,https://www.taajrealestate.com/,Yes
VIKAA HOMES,Real estate,4.2,155,4448552003,NO 35 2nd floor 2nd Avenue,Highly Recommended Service,https://www.vikaahomes.com/,Yes
Namma veedu Housing & Real Estate Company-Estate Agents Chennai,Real estate,4.9,194,7845671995,"Shop No. 183, PANCHAYAT UNION OFFICE, GNT Rd, behind PUZHAL, Kavankarai, Puzhal, Chennai, Lyon, Tamil Nadu 600066",Highly Recommended Service,https://www.youtube.com/@nammaveedurealestate,Yes
DINESH REALTY,Real estate,4.9,10,8939202999,"NO:2 2nd Floor,Vinayaka Nagar, 200 Ft Radial Road Thoraipakkam, Chennai 600097",Highly Recommended Service,https://youtube.com/@dineshrealtyomr1279,Yes
Dream properties chennai,Real estate,4.5,2,8610451594,"23 /8, Main Road, United India Colony, Kodambakkam, Chennai, Tamil Nadu 600024",Highly Recommended Service,https://youtube.com/@dreampropertieschennai?si=_vzcbexk9vyvudys,Yes
K9 Reality Homes Purshotam Kinger- Rera Registered Consultants,Real estate,5,6,8248927178,"DOOR NO 74, 2ND FLOOR, Hardevi Chambers, Red Cross Rd",Highly Recommended Service,https://youtube.com/@k9realityhomes,Yes
Sri Durgai Enterprises,Real estate,4.8,18,8939729113,"No 77, Building, Chennai, Tamil Nadu 600032",Highly Recommended Service,no website,No
SRI SABARI REAL ESTATE,Real estate,4.5,4,9840359937,"233, 24th St, N Block, Annanagar East, Chennai, Tamil Nadu 600102",Highly Recommended Service,no website,No
SANKALP REALTY,Real estate,4.7,16,9841286879,"No. 58, Vedachalam St, behind Kasi Theatre, Vasudevan Nagar, West Jafferkhanpet, Chennai, Tamil Nadu 600083",Highly Recommended Service,no website,No
Motherland Real Estate,Real estate,4.5,12,4426542196,"32, TVS Nagar Main Rd, Devar Nagar, Padi, Chennai, Tamil Nadu 600101",Highly Recommended Service,no website,No
POOJA REAL ESTATE,Real estate,5,2,9444351587,"153/74, Rangarajapuram Main Rd, Nagarjuna Nagar, Kodambakkam, Chennai, Tamil Nadu 600024",Highly Recommended Service,no website,No
NANDHU REAL ESTATE,Real estate,4.9,122,7401634397,"44, Poonamallee High Rd, near MGR University Road, Vishwas Nagar, Maduravoyal, Chennai, Tamil Nadu 600095",Highly Recommended Service,no website,No
Buy / Sell / Rent Property in Chennai,Real estate,5,3,7305923888,"Second Floor, 33, Baroda St, Ramakrishnapuram, West Mambalam, Chennai, Tamil Nadu 600033",Highly Recommended Service,no website,No
NVR Real Estate,Real estate,4.8,17,8870777774,"No:391/b, School Rd, opposite ICICI Bank, D-Sector, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",Highly Recommended Service,no website,No
RED Realty,Real estate,5,4,4448582206,"117, TOWER-B, Basement, Sir Thyagaraya Rd, Drivers Colony, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,no website,No
Rentandsellreality,Real estate,3,2,7200972122,"1st Main Rd, Kalaimagal Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032",Highly Recommended Service,no website,No
SN ENTERPRISES,Real estate,5,2,9841140122,"Police Station, 4th Avenue, Dr Ambedkar Road, W Mambalam Rd, near R3, Sarvamangala Colony, Ashok Nagar, Chennai, Tamil Nadu 600033",Highly Recommended Service,no website,No
Saravana Real Estate,Real estate,4.5,2,4428140627,"36, North Usman Road, Parthsarathy Puram, Thiyagaraya Nagar, Parthasarathypuram Rd, Parthsarathy Puram, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,no website,No
CITY REALTORS,Real estate,5,4,9941065550,"Office No 9, Ground Floor, Sindur Plaza, 42, Red Cross Rd, Egmore, Chennai, Tamil Nadu 600008",Highly Recommended Service,no website,No
Sri Munish Real Estate,Real estate,4.8,18,9840849497,"26, 16, Vallalar St, Senthil Nagar, Loganathan Nagar, Padmanabha Nagar, Choolaimedu, Chennai, Tamil Nadu 600094",Highly Recommended Service,no website,No
Sharpwell Realty,Real estate,4.9,37,9841032153,"#1, Madhavamani Avenue, Velachery Main Rd, Vijaya Nagar, Velachery, Chennai, Tamil Nadu 600042",Highly Recommended Service,no website,No
Moon Realty project developer private limited Chennai,Real estate,4.4,11,4442654433,"26F4+692, Balaji Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032",Highly Recommended Service,no website,No
