Name,Category,Ratings,Rating counts,Mobile Number,Address,Segment,Website_clean,Website Status
Layalee Global Cuisine Restaurant,Restaurant,4.2,5576,7397735555,"12A, Jawaharlal Nehru Salai, near Jaya TV, Thiru Vi Ka Industrial Estate, Ekkatuthangal, Chennai, Tamil Nadu 600032",Top Rated Service,no website,No
Thenmanam Restaurant | Anna Nagar,Restaurant,4.5,7947,9888793337,"Plot 88, 5th Ave, V Block, Anna Nagar, Chennai, Tamil Nadu 600040",Top Rated Service,no website,No
On DE Roof Restaurant (chennai),Restaurant,4.2,3587,7845394944,"3rd floor, 4, AA Block 2nd St, Lapis lagoon, AA Block, Shanthi Colony, Anna Nagar, Chennai, Tamil Nadu 600040",Needs Improvement,http://www.odrrestaurant.com/,Yes
Dindigul Thalappakatti Restaurant,Restaurant,4.2,14066,9600555130,"New No.2, Old No.1 Venu, Subba Reddy St, Ramapuram, Guindy, Chennai, Tamil Nadu 600032",Top Rated Service,http://www.thalappakatti.com/,Yes
"Zaitoon Restaurant, Royapettah",Restaurant,4.6,13819,7299001006,"35, Woods Rd, near Express Avenue Mall, opp. Express Avenue, Express Estate, Royapettah, Chennai, Tamil Nadu 600002",Top Rated Service,https://thezaitoon.com/,Yes
Chaapayil cafe,Restaurant,4.6,108,9789008568,"Dhanakotti Raja St, Ekkatuthangal, Chennai, Tamil Nadu 600032",Highly Recommended Service,no website,No
SALT - INDIAN RESTAURANT,Restaurant,4.2,4175,6383494181,"2nd Floor, Nexus Vijaya Mall, Arcot Road, Vadapalani, Chennai - 600 026, Chennai, Tamil Nadu 600026",Needs Improvement,http://saltrestaurants.in/,Yes
McDonald's,Restaurant,4.3,4851,8928304234,"Forum Mall, No 183, UG 25, Arcot Road, NSK Salai Rd, near Ganga Sweet, Vadapalani, Chennai, Tamil Nadu 600026",Needs Improvement,https://mcdelivery.co.in/restaurants/chennai/270/order-food-online-in-mcdonalds-forumvijayamall-vadapalani,Yes
Broken Bridge Cafe Indian Restaurant,Restaurant,4.6,2549,7550017900,"Somerset Greenways, 94, Sathyadev Ave, MRC Nagar, Raja Annamalaipuram, Chennai, Tamil Nadu 600028",Highly Recommended Service,https://radioroomindia.com/broken-bridge-cafe/,Yes
Cilantro,Restaurant,4.2,89,4422314343,"1, Grand Southern Trunk Rd, Ramapuram, Parangi Malai, Alandur, Chennai, Tamil Nadu 600016",Needs Improvement,http://www.starwoodhotels.com/sheraton/property/dining/index.html?propertyid=321,Yes
Sage & Lavender,Restaurant,4.1,1264,8122106068,"NEW, NO: 279, TTK Rd, next to Old Madras Baking Company, Alwarpet, Chennai, Tamil Nadu 600018",Needs Improvement,https://www.instagram.com/sageandlavenderbistro/,Yes
Nasi and Mee - Nungambakkam,Restaurant,4.4,4283,7550067035,"Khader Nawaz Khan Rd, Thousand Lights West, Nungambakkam, Chennai, Tamil Nadu 600034",Highly Recommended Service,https://www.nasiandmee.co.in/,Yes
Sree Gupta Bhavan - SgB,Restaurant,4.3,2698,7871007300,"Door No 14 , Plot, B140, 10th Ave, Sarvamangala Colony, Ashok Nagar, Chennai, Tamil Nadu 600083",Needs Improvement,http://www.sreeguptabhavan.com/,Yes
Hamsa,Restaurant,4.2,4550,8072968980,"flat 3a, New #40, Old #71-A, B Ramachandra Adithanar Road, 79, B Ramachandra Adithanar Rd, Gandhi Nagar, Adyar, Chennai, Tamil Nadu 600020",Needs Improvement,http://hamsarestaurant.in/,Yes
Daalchini,Restaurant,3.9,4167,9710232313,"No.13, Jawaharlal Nehru Salai, opposite to Hyundai Car Showroom, Ambal Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032",Needs Improvement,https://www.daalchini.in/,Yes
Kolkata Biryani House,Restaurant,3.2,31,9818135696,"STREET, Poonamalle Rd, Balaji Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032",Needs Improvement,no website,No
Pumpkin Tales Restaurant - Alwarpet,Restaurant,4.6,6640,9952996446,"First Floor, 37, Bheemanna Garden St, Sriram Colony, Alwarpet, Chennai, Tamil Nadu 600018",Top Rated Service,http://www.pumpkintales.com/,Yes
Delhi Highway Restaurant Nungambakkam,Restaurant,4.7,3818,9344671030,"No.3, New No.7, Old, Jaganathan Rd, Ponnangipuram, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034",Highly Recommended Service,no website,No
Avartana,Restaurant,4.7,3993,4422200000,"ITC Grand Chola, Little Mount, Guindy, Chennai, Tamil Nadu 600032",Highly Recommended Service,https://www.itchotels.in/hotels/chennai/itcgrandchola/dining/avartana.html,Yes
Pakwan Chennai,Restaurant,4.3,8367,4443370888,"1st Floor, 10, Gopathy Narayana Rd, Parthasarathi Puram, T. Nagar, Chennai, Tamil Nadu 600017",Top Rated Service,https://pakwangroup.com/,Yes
Olive Greenz Multicuisine Restaurant,Restaurant,4.4,258,7871711452,"37/8, Thanikachalam Rd, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,https://olivegreenz.com/,Yes
Shri Ganesh Bhavan,Restaurant,3.9,2144,4442632355,"3/1, Pillaiyar Koil 1st St, Ambal Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032",Needs Improvement,no website,No
Kuuraku Chennai,Restaurant,4.6,1700,7358039450,"GREEN PARK HOTEL, Basement, Vadapalani, Chennai, Tamil Nadu 600026",Highly Recommended Service,https://www.facebook.com/kuuraku-chennai-1779780865596749/,Yes
House of Cheese Restaurant Chennai,Restaurant,4.8,779,9042129703,"Somerset Greenways, Same location where Fromage used to be, 94, Sathyadev Ave, MRC Nagar, Raja Annamalaipuram, Chennai, Tamil Nadu 600028",Highly Recommended Service,https://radioroomindia.com/house-of-cheese/,Yes
Seasonal Tastes,Restaurant,4.1,1312,4466333777,"The Westin, 154, Velachery Main Rd, TN Police Housing Colony, Velachery, Chennai, Tamil Nadu 600042",Needs Improvement,https://www.seasonaltasteschennai.com/,Yes
Hotel Maurya International,Restaurant,3.8,1539,4423650049,"168, 169, Arcot Rd, Ottagapalayam, Somasundara Bharathi Nagar, Vadapalani, Chennai, Tamil Nadu 600026",Needs Improvement,http://www.hotelmauryaintl.com/,Yes
AVK Veettu Saapadu,Restaurant,3.5,1391,4423622306,"15/B, KG Nair Street, Thangal karai, Dhanalakshmi Colony, Vadapalani, Chennai, Tamil Nadu 600026",Needs Improvement,no website,No
Sri Balajee Bhavan,Restaurant,3.8,1107,4442055333,"Arunachalam Rd, Velayutham Colony, Vadapalani, Chennai, Tamil Nadu 600026",Needs Improvement,no website,No
Parambriym,Restaurant,3.9,1963,4426265557,"W Floor, 3rd, 126, 1st Street, Santha Avenue, Anna Nagar, Chennai, Tamil Nadu 600040",Needs Improvement,no website,No
MKC - Madras Kitchen Company,Restaurant,4.2,616,8939892001,"The Westin, 154, Velachery Main Rd, Dhadeswaram Nagar, Velachery, Chennai, Tamil Nadu 600042",Needs Improvement,https://www.marriott.com/hotels/hotel-information/restaurant/maavw-the-westin-chennai-velachery/,Yes
Sigree Annanagar,Restaurant,4,4974,9884423007,"Croma Building, Lot No 473, New Door No.17, 19, 21 old No. AA24, AA 73/5, 2nd Ave, near Roundtana, Annanagar East, Chennai, Tamil Nadu 600040",Needs Improvement,no website,No
Hotel Al Buhari Since 1988,Restaurant,3.7,1516,9841195555,"No: 81, Arcot Rd, Vadapalani, Chennai, Tamil Nadu 600026",Needs Improvement,no website,No
Shawarma Bro,Restaurant,4.2,116,7401333678,"No.17/12B, Ellaithumuthu, Amman Koil St, Vadapalani, Chennai, Tamil Nadu 600026",Needs Improvement,no website,No
Visesham,Restaurant,4.8,943,9176757755,"135, Chamiers Rd, Nandanam Extension, Nandanam, Chennai, Tamil Nadu 600035",Highly Recommended Service,https://visesham.com/,Yes
The Waterfall Restaurant,Restaurant,4.1,10351,4423624488,"18, LV Prasad Rd, Thangal karai, Dhanalakshmi Colony, Vadapalani, Chennai, Tamil Nadu 600026",Top Rated Service,http://www.thewaterfallrestaurant.com/,Yes
Kappa Chakka Kandhari,Restaurant,4.3,6859,4428281010,"10, Haddows Rd, opp. Shastri Bhavan, Thousand Lights West, Nungambakkam, Chennai, Tamil Nadu 600006",Top Rated Service,http://www.kappachakkakandhari.com/,Yes
"Jonah's Bistro, Ramapuram",Restaurant,4.6,676,7845752852,"No.55, 1st Floor, F1, Mount Poonamallee Rd, Manapakkam, Chennai, Tamil Nadu 600089",Highly Recommended Service,https://jonahsbistro.in/store-locator/,Yes
ALOE- A Little of Everything,Restaurant,4.4,663,7825822277,"103, Nungambakkam High Rd, Ponnangipuram, Subba Road Avenue, Nungambakkam, Chennai, Tamil Nadu 600034",Highly Recommended Service,no website,No
Annalakshmi Restaurant,Restaurant,4.5,12356,9408123333,"No 6 Mayor Ramanathan Salai, Spur Tank road, Chennai, Tamil Nadu 600031",Top Rated Service,http://www.annalakshmichennai.com/,Yes
Pizza Hut | Forum Mall Chennai,Restaurant,4.7,1437,18002022022,"Forum Vijaya Mall, 183, No 303A, 3rd, NSK Salai Rd, Vadapalani, Chennai, Tamil Nadu 600026",Highly Recommended Service,https://restaurants.pizzahut.co.in/pizza-hut-vadapalani-pizza-restaurant-vadapalani-chennai-67063/home?utm_source=locator&utm_medium=googleplaces,Yes
Soul Garden Bistro,Restaurant,4.2,2898,4435664362,"86, 59, New Avadi Rd, Thandavaraya, Kilpauk, Chennai, Tamil Nadu 600010",Needs Improvement,no website,No
Palmshore Restaurant Egmore,Restaurant,4.4,12732,9042134100,"99/59, Pantheon Rd, opp. Govt. Museum, Egmore, Chennai, Tamil Nadu 600008",Top Rated Service,https://www.palmshore.in/,Yes
Samco Restaurant Teynampet,Restaurant,4.4,5471,9884239944,"61, KB Dasan Rd, Seethammal Extension, Teynampet, Chennai, Tamil Nadu 600018",Top Rated Service,https://samcorestaurants.com/,Yes
Benjarong - Thai Restaurant,Restaurant,4.4,2141,6374999514,"146, TTK Rd, Cooperative Colony, Sri Ram Nagar, Alwarpet, Chennai, Tamil Nadu 600018",Highly Recommended Service,no website,No
LOCOFEAST - Theme Restaurant,Restaurant,4.1,5791,9384800253,"15A, NO 29, HM CENTER 2nd FLOOR, Nungambakkam High Rd, Chennai, Tamil Nadu 600034",Top Rated Service,https://www.locofeast.com/,Yes
Food Nirvana,Restaurant,4.4,4057,7338746525,"23/11, 2nd Main Rd, Raja Annamalaipuram, Chennai, Tamil Nadu 600028",Highly Recommended Service,no website,No
Heights Rooftop Restaurant,Restaurant,4.5,1976,8939992112,"No.86, Block No.5, Manickam Lane, Anna Salai, Guindy, Chennai, Tamil Nadu 600032",Highly Recommended Service,http://www.klasehotels.com/,Yes
Sangeetha Veg Restaurant,Restaurant,4.1,10612,8370912345,"Jawaharlal Nehru Salai, Janakiraman Colony, Koyambedu, Chennai, Tamil Nadu 600107",Top Rated Service,no website,No
Punjabi Nation,Restaurant,4,3966,9840594433,"No. 15, Grand Southern Trunk Rd, near Hablis Hotel, Ramapuram, Guindy, Chennai, Tamil Nadu 600032",Needs Improvement,no website,No
Vasco's,Restaurant,4.2,1090,9500011940,"124/1, J.N. SALAI, Guindy, Chennai, Tamil Nadu 600032",Needs Improvement,https://www.hilton.com/en/hotels/maahihi-hilton-chennai/dining/,Yes
Haunted Restaurant,Restaurant,4.6,3191,7305371669,"36, 1st Floor, Dr Radha Krishnan Salai, Loganathan Colony, Mylapore, Chennai, Tamil Nadu 600004",Highly Recommended Service,https://www.facebook.com/hauntedrestaurant/,Yes
Sangamithirai - Native Thamizh Cuisine,Restaurant,4.8,183,7358018812,"Feathers Hotels 4, 129, Mount Poonamallee Rd, Manapakkam, Chennai, Tamil Nadu 600089",Highly Recommended Service,https://www.radhahotels.com/feathers-chennai/feathers-dining/,Yes
Colony - The Raintree,Restaurant,4.4,208,4424304050,"THE RAINTREE, 120, St Marys Rd, Austin Nagar, Alwarpet, Chennai, Tamil Nadu 600028",Highly Recommended Service,https://www.raintreehotels.com/the-raintree-st-marys-road/dining.html,Yes
Heaven’s Park Arabian Multi Cuisine Restaurant Chennai,Restaurant,4.5,3630,8870588707,"140, 34, Greams Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006",Highly Recommended Service,http://www.heavenspark.co.in/,Yes
Hotel Guru Vadapalani,Restaurant,4.2,874,9841811849,"37, 9, Duraiswamy Rd, Dr.Subbaraya Nagar, Vadapalani, Chennai, Tamil Nadu 600026",Needs Improvement,no website,No
Swiss Hutte Restaurant.,Restaurant,4,815,4442074844,"Apollo Hospital, 168, Graemes Lane, opposite Main, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006",Needs Improvement,no website,No
Truly Herbivore-Ashok Nagar,Restaurant,3.9,939,9445743440,"door no. 7, Old Door no.26, new, 11th Ave, Ashok Nagar, Chennai, Tamil Nadu 600083",Needs Improvement,http://www.trulyherbivore.in/,Yes
Saravana Bhavan - Ashok Pillar,Restaurant,3.5,2759,4424715577,"25, 10th Ave, opp. Bata, Ashok Nagar, Manthope Colony, Ashok Nagar, Chennai, Tamil Nadu 600083",Needs Improvement,https://saravanabhavan.co/,Yes
Meen Satti - Seafood Restaurant (Ekkatuthangal),Restaurant,4.3,2207,9342951596,"7-A, Jawaharlal Nehru Salai, Ambal Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032",Needs Improvement,no website,No
Royal Indianaa,Restaurant,4.5,1305,8939836187,"35, Gopathy Narayana Rd, Lakshimi Colony, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,https://www.theaccordhotels.com/metropolitan-chennai/dining/royal-indianaa,Yes
La Cabana Rooftop Bar & Grill,Restaurant,4.4,3670,9025220014,"125, Valluvar Kottam High Rd, Ponnangipuram, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034",Highly Recommended Service,http://www.parkelanza.com/,Yes
"Flowerdrum KK Nagar - 100% Vegetarian. Chinese, Thai & Italian",Restaurant,4.3,1515,9500154896,"Ground Flooor, 1063, Munusamy Salai, KK Nagar West, K. K. Nagar, Chennai, Tamil Nadu 600078",Needs Improvement,http://chives.dotpe.in/,Yes
Little North Fine Dining (Veg Only),Restaurant,4.1,2540,9360480294,"472, Kilpauk Garden Road, Aspiran Garden Colony, Kilpauk, Chennai, Tamil Nadu 600010",Needs Improvement,no website,No
The Big Barbeque - Chennai - Little Mount,Restaurant,4.6,14062,7411836984,"30, Anna Salai, Little Mount, Saidapet, Chennai, Tamil Nadu 600015",Top Rated Service,https://thebigbarbeque.com/,Yes
WATERSIDE,Restaurant,4.4,577,18004191419,"Manapakkam, Chennai, Tamil Nadu 600089",Highly Recommended Service,http://www.feathershotels.com/,Yes
Peshawri,Restaurant,4.5,1758,4422200000,"ITC Grand Chola, Little Mount, Guindy, Chennai, Tamil Nadu 600032",Highly Recommended Service,https://www.itchotels.com/in/en/restaurant-listing.html?hotel=itcgrandchola-chennai,Yes
The Belgian Waffle Co,Restaurant,4.4,140,8657871702,"forum vijaya mall, Lower Ground, Vadapalani, Chennai, Tamil Nadu 600026",Highly Recommended Service,https://thebelgianwaffle.co/,Yes
Eating Circles,Restaurant,4.4,6014,4448551117,"64, CP Ramaswamy Iyer Rd, SBI Colony, Abiramapuram, Chennai, Tamil Nadu 600018",Top Rated Service,no website,No
Shalom Biryani And Non Veg Caterers,Restaurant,4.7,207,7305496728,"10/20 Kalaimagal nagar 1st main road Ekkatuthangal, Guindy, Chennai, Tamil Nadu 600032",Highly Recommended Service,no website,No
Sangeetha Veg Restaurant | Nandambakkam,Restaurant,4.1,9257,4422332070,"5/12, Mount Poonamallee Rd, Ramapuram, Nandambakkam, Tamil Nadu 600089",Top Rated Service,http://sangeethaveg.com/,Yes
Davrah Coffee,Cafe,4.3,64,9176465151,"18, 1st Cross Street, TTK Rd, Cooperative Colony, Alwarpet, Chennai, Tamil Nadu 600018",Needs Improvement,http://davrahcoffee.com/,Yes
Chill cafe,Cafe,4.9,118,7010713927,"7, EVP Santhosh Nagar, Ramapuram, Chennai, Tamil Nadu 600089",Highly Recommended Service,https://www.google.com/search?sca_esv=676f1ced3a2b6c57&sxsrf=acqvn08gygzcxk0xkh2zm9tq4wcprklp_w%3a1711878888074&q=chill%20cafe&ludocid=3195985912187888759&ibp=gwp%3b0%2c7&lsig=ab86z5xysgfhhg1zlyq8iz7k1mfs&kgs=23775ae8429d0b03&shndl=-1&shem=lsp&source=sh%2fx%2floc%2fhdr%2fm1%2f2,Yes
Cafe de Paris,Cafe,4.1,2236,9884815553,"24, Cenotaph Rd, Teynampet, garden section, Chennai, Tamil Nadu 600018",Needs Improvement,no website,No
Madras Cafe,Cafe,4.1,1272,4422333131,"227, 137, MKN Rd, Ramapuram, Alandur, Chennai, Tamil Nadu 600016",Needs Improvement,https://cafemadras.org/,Yes
Southwest Coffee Roasters,Cafe,4.6,509,9363935969,"Shop 4,5,6, Emelem Complex, Mahalingapuram, Nungambakkam, Chennai, Tamil Nadu 600034",Highly Recommended Service,no website,No
GLOW CAFE,Cafe,4.3,975,9043943705,"Haddows Road, AJ Block 1st St, Thousand Lights West, Nungambakkam, Chennai, Tamil Nadu 600006",Needs Improvement,https://glowcafe.in/,Yes
Writer's Café,Cafe,4.4,7589,8925844029,"98, Peter's Rd, Gopalapuram, Chennai, Tamil Nadu 600086",Top Rated Service,https://www.advantagefoods.in/,Yes
Cafe Levista,Cafe,4.3,211,9094732577,"2653+5J7, Grand Southern Trunk Rd, Ramapuram, Guindy Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600016",Needs Improvement,http://levista.in/,Yes
The South Indian Coffee House,Cafe,4.4,240,9944080792,"41/1, Ground Floor, Aryagowda Rd, West Mambalam, Chennai, Tamil Nadu 600033",Highly Recommended Service,no website,No
MAAZI CAFE,Cafe,4.2,42,7871613371,"157, Water Works Rd, Guindy Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032",Needs Improvement,https://www.instagram.com/new_maazi?igsh=c2k3m3b5cmt5yjqw,Yes
Retro Coffee,Cafe,4.4,231,9843398393,"Ground floor, Grand Arcade, Plot 137, Seetaram Nagar Main Rd, near Grand mall, V.O.C Nagar, Doctor Seetaram Nagar, Velachery, Chennai, Tamil Nadu 600042",Highly Recommended Service,https://www.swiggy.com/menu/788291?source=sharing,Yes
Coffee Shastra - Adyar,Cafe,4.3,957,7305665550,"No. 23, 2nd Ave, Shastri Nagar, Adyar, Chennai, Tamil Nadu 600020",Needs Improvement,https://www.coffeeshastra.com/,Yes
Haini Cafe,Cafe,4.2,88,9600001155,"24-1, Periyar Rd, Darmapuram, T. Nagar, Chennai, Tamil Nadu 600017",Needs Improvement,no website,No
Radio Cafe,Cafe,4.3,1382,9677615328,"1239A, I block, 18th Main Rd, Anbu Colony, Anna Nagar, Chennai, Tamil Nadu 600040",Needs Improvement,no website,No
Coffee? Since 1999,Cafe,4.4,1462,8056402888,"1, Pycrofts Garden Rd, Subba Road Avenue, Thousand Lights, Chennai, Tamil Nadu 600006",Highly Recommended Service,no website,No
Nisha Cafe,Cafe,4.6,44,8754995351,"115/53, Anna Main Rd, Ponnambalam Colony, MGR Nagar, Nesapakkam, Chennai, Tamil Nadu 600078",Highly Recommended Service,no website,No
Cothas Coffee - Cafe Mambalam (Tamilnadu),Cafe,4.1,109,9980529247,"94, 19, Aryagowda Rd, SM Nagar, Vivekanandapuram, West Mambalam, Chennai, Tamil Nadu 600033",Needs Improvement,https://www.cothas.com/,Yes
CakeBee - Coffee & Croissants,Cafe,4.3,1170,9585231113,"Old no.47, New no.50, Seethammal Road, Teynampet, Off, TTK Rd, Alwarpet, Chennai, Tamil Nadu 600018",Needs Improvement,no website,No
Chaapayil cafe,Cafe,4.6,108,9789008568,"Dhanakotti Raja St, Ekkatuthangal, Chennai, Tamil Nadu 600032",Highly Recommended Service,no website,No
Café Manana,Cafe,4.5,1245,7305054611,"38, 21st St, L Block, Annanagar East, Chennai, Tamil Nadu 600102",Highly Recommended Service,no website,No
Third Wave Coffee,Cafe,4.1,93,9980415498,"1st Ave, Indira Nagar, Adyar, Chennai, Tamil Nadu 600020",Needs Improvement,https://stores.thirdwavecoffeeroasters.com/store-pages/third-wave-coffee-adyar-chennai/,Yes
