Name,Category,Ratings,Rating counts,Mobile Number,Address,Segment,Website_clean,Website Status
Kay The Fashion Bay,Clothing store,4.8,3618,9884261611,"217, Purasaivakkam High Rd, Purasaiwakkam, Chennai, Tamil Nadu 600007",Top Rated Service,http://www.kayfashions.in/,Yes
Kopparam - Gold | Silver | Diamonds | Birthstones | Gifts | Jewellery Shops In | T Nagar | Chennai,Jewelry store,4.6,13,4424347528,"No 63, Jain Plaza, Pondy Bazaar, T Nagar, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,http://www.kopparamjewellery.in/,Yes
"Kushal's Fashion Jewellery - T Nagar, Chennai",Jewelry store,4.8,2276,9873534910,"No. 110, Ranga Complex, Pondy Bazaar, T. Nagar, Chennai, Tamil Nadu 600017",Top Rated Service,http://www.kushals.com/,Yes
"Kushal's Fashion Jewellery - Express Avenue Mall, Chennai",Jewelry store,4.8,1500,9873529946,"Manali Express Rd, Express Estate, Manali, Chennai, Tamil Nadu 600014",Top Rated Service,http://www.kushals.com/,Yes
"Kushal's Fashion Jewellery - Phoenix Marketcity Mall, Chennai",Jewelry store,4.8,2599,9873534584,"Velachery Main Rd, Indira Gandhi Nagar, Velachery, Chennai, Tamil Nadu 600042",Top Rated Service,http://www.kushals.com/,Yes
Lenzkare | optical in chennai,Optician,5,200,9150519998,"1, Thiruveethi Amman Koil St, SVP Nagar, Amaravathi Nagar, Arumbakkam, Chennai, Tamil Nadu 600106",Needs Improvement,http://www.lenzkare.com/,Yes
Linen Studio,Clothing store,4.1,47,6381123338,"AH-209, 8th main road, 3rd Cross St, near Anna Adarsh Women's College, Shanthi Colony, Anna Nagar, Chennai, Tamil Nadu 600040",Needs Improvement,http://www.linenstudio.in/,Yes
Madras Super Store,Clothing store,4.4,1583,4443016555,"13-18, 13-18, Subramani St, Purasaiwakkam, Chennai, Tamil Nadu 600007",Highly Recommended Service,http://www.madrassuperstore.com/,Yes
Malabar Gold and Diamonds - Anna Nagar - Chennai,Jewelry store,4.8,2795,4426260916,"No.75, 2nd Ave, Lapis lagoon, AA Block, Shanthi Colony, Anna Nagar, Chennai, Tamil Nadu 600040",Top Rated Service,http://www.malabargoldanddiamonds.com/,Yes
Mayori Conscious Clothing - Women's Clothing Store,Clothing store,4.8,152,9344030350,"5, Bergamo Mall, 3, Khader Nawaz Khan Rd, Srirampuram, Thousand Lights West, Thousand Lights, Chennai, Poombukar Nagar, Tamil Nadu 600006",Needs Improvement,http://www.mayori.in/,Yes
Micki Fashion,Clothing store,3.9,1492,9962735040,"Padmavati complex, 158, Mint St, opp. kakada sweets, Sowcarpet, George Town, Chennai, Tamil Nadu 600001",Needs Improvement,http://www.mickifashion.in/,Yes
Mobile Zone,Mobile store,4.9,1031,9884078910,"Shop No-123 & 124, Ground Floor, Pantheon Rd, Egmore, Chennai, Tamil Nadu 600008",Top Rated Service,http://www.mobilezoneindia.com/,Yes
NAC Jewellers - Anna Nagar,Jewelry store,4.7,1826,4443996666,"AG Block, 73, 4th Ave, River View Colony, Anna Nagar, Chennai, Tamil Nadu 600040",Top Rated Service,http://www.nacjewellers.com/,Yes
Nyranya wedding rental jewellery,Jewelry store,5,33,8072689375,"1st floor , Ambedhkar road, 83rd street, 4th avenue, Ashok Nagar, Chennai, Tamil Nadu 600024",Needs Improvement,http://www.nyranya.com/,Yes
OPPO Exclusive Showroom KK Nagar Chennai,Mobile store,4.5,173,8925877521,"No. 55, Kk Nagar, 121, Anna Main Rd, Ponnambalam Colony, MGR Nagar, Kalaignagar, Karunanidhi nagar, Chennai, Tamil Nadu 600078",Highly Recommended Service,http://www.oppo.com/,Yes
Optical Expressions,Optician,4.8,177,9884119900,"No.1 Udhayam Marvel's, P.T. Rajan Salai, Kalinga Colony, K. K. Nagar, Chennai, Tamil Nadu 600078",Needs Improvement,http://www.opticalexpressions.in/,Yes
Pink Scissors Chennai,Clothing store,4.7,118,9884623077,"10/7, 21/11, Nehru Street, Anna Nedum Pathai, Veerapandi Nagar, Choolaimedu, Chennai, Tamil Nadu 600094",Needs Improvement,http://www.pinkscissors.in/,Yes
Mobilenext,Mobile store,5,150,9176648804,"22/7, 7th Ave, Sarvamangala Colony, Manthope Colony, Ashok Nagar, Chennai, Tamil Nadu 600083",Needs Improvement,http://www.polarispower.in/,Yes
Radiant Opticals Ashok Nagar,Optician,5,60,8754432308,"Shop No, 62, 10th Ave, opp. Jeevan Supermarket, Ashok Nagar, Chennai, Tamil Nadu 600083",Needs Improvement,http://www.radiantopicals.com/,Yes
REKA EXPORT,Clothing store,4.7,170,4448507785,"NO.21, 1st St, East Kamakoti Nagar, Valasaravakkam, Chennai, Tamil Nadu 600087",Needs Improvement,http://www.rekaexport.com/,Yes
R. J. Electronics,Electronics store,3.1,11,9094822000,"5, 1st Main Rd, Kalaimagal Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032",Needs Improvement,http://www.rjelectronics.in/,Yes
Royal Chairs / office chairs manufacturer in Chennai /chair repair and service /chairs wholesale dealers in chennai,Furniture store,4.9,150,7871889496,"93, B, Choolaimedu Lane, Thiruvenkatapuram, Nungambakkam, Chennai, Tamil Nadu 600094",Needs Improvement,http://www.royalchairs.in/,Yes
Sri Abirami Jewellery,Jewelry store,4.6,155,4428157393,"Shop No 1, Prakasam Rd, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,http://www.sajindia.com/,Yes
Sathya Furniture World,Furniture store,3.9,177,9841029293,"139, Royapettah High Rd, Mylapore, Chennai, Tamil Nadu 600004",Needs Improvement,http://www.sathyafurniture.in/,Yes
Simply Sofas,Furniture store,4.5,200,9551566666,"15, Khader Nawaz Khan Rd, Srirampuram, Thousand Lights West, Nungambakkam, Chennai, Poombukar Nagar, Tamil Nadu 600006",Highly Recommended Service,http://www.simplysofas.in/,Yes
Space Saving Furniture,Furniture store,3.8,68,8939830764,"New No. 10 West Mada Street West Saidapet, Saidapet Landmark:, Perumal Koil St, behind Venkata, Chennai, Tamil Nadu 600015",Needs Improvement,http://www.spacesavingfurnitures.com/,Yes
Square Electronics,Electronics store,4.9,759,7338787386,"3, Vinayagam St, Sri Venkatesh Nagar, Venkatesh Nagar, Virugambakkam, Chennai, Tamil Nadu 600092",Top Rated Service,http://www.squareelectronics.in/,Yes
Sri jewellery and sri ap pawn broker,Jewelry store,5,8,9791355077,"15/4, Main Rd, opp. of canara bank atm, near boi atm, Lakshmi Nagar, New Colony, Virugambakkam, Chennai, Tamil Nadu 600092",Needs Improvement,http://www.srijewellery.in/,Yes
Sri Sai Furnitures Wakefit Store,Furniture store,4.9,60,9840202534,"No: 81, Kundrathur Main Rd, near PNB, Ramanatheswarar Nagar, Porur, Chennai, Tamil Nadu 600125",Needs Improvement,http://www.srisaifurniture.com/,Yes
SR JEWELLERY,Jewelry store,4.9,1388,4424831546,"SR JEWELLERY 221, 1A, Arcot Rd, near VADAPALANI ARCH, Sarvamangala Colony, Vadapalani, Chennai, Tamil Nadu 600026",Top Rated Service,http://www.srjewellers.com/,Yes
Star Mobiles (Nungambakkam),Mobile store,4.5,5050,7010334025,"No 112&B2, Eldorado Building, Uthamar Gandhi Rd, Thousand Lights West, Nungambakkam, Chennai, Tamil Nadu 600034",Highly Recommended Service,http://www.starmobiles.in/,Yes
Stylespa furniture Company Showroom,Furniture store,4.9,124,8248828460,"Spencer plaza, 769, Anna salai, Phase-1, First floor, Chennai, Tamil Nadu 600002",Needs Improvement,http://www.stylespafurniture.com/,Yes
Stylori - Online Jewellery Shopping,Jewelry store,4.7,198,9952625252,"No: 20, N Usman Rd, Parthasarathi Puram, T. Nagar, Chennai, Tamil Nadu 600017",Needs Improvement,http://www.stylori.com/,Yes
Surana Furniture | Best Sofa Shop In Chennai,Furniture store,4.6,10,7305614726,"No 87, Arcot Rd, Karambakkam, Rajeswari Nagar, Porur, Chennai, Tamil Nadu 600116",Highly Recommended Service,http://www.suranafurniture.in/,Yes
Tamara (Online Store),Clothing store,3.9,440,9841698438,"36, Raman St, T. Nagar, Chennai, Tamil Nadu 600017",Needs Improvement,http://www.tamarachennai.com/,Yes
Thaker Opticals,Optician,4.9,76,9444035007,"18, Gopathy Narayana Rd, next to OTTO Men's Clothing Store, Parthasarathi Puram, T. Nagar, Chennai, Tamil Nadu 600017",Needs Improvement,http://www.thakeropticals.com/,Yes
Thangamayil Jewellery Limited,Jewelry store,4.8,5839,9087666112,"18/1, 18/2, N Usman Rd, T Nagar, Chennai, Tamil Nadu 600017",Top Rated Service,http://www.thangamayil.com/,Yes
Sri Vasavi's The Amethyst Store - 92.5 Luxury Silver Jewellery,Jewelry store,4.9,1065,8778569293,"Door number: 13, Buva House Old Door No:8, New, Khader Nawaz Khan Rd, Nungambakkam, Chennai, Tamil Nadu 600034",Top Rated Service,http://www.theamethyststore.com/,Yes
The Chennai Silks - T.Nagar,Clothing store,4.2,9992,4424310888,"55, N Usman Rd, near Fathima Jewellers, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,http://www.thechennaisilks.com/,Yes
The Velli Shop,Jewelry store,4.9,334,7094999922,"Shop No.3, First Floor, Kasi Aracade, 116, Sir Thyagaraya Rd, Drivers Colony, T. Nagar, Chennai, Tamil Nadu 600017",Needs Improvement,http://www.thevellishop.com/,Yes
Timber House Of Exclusive,Furniture store,4.8,279,9962004546,"7/1, Basement, Timber House of Exclusive, Kodambakkam High Rd, below Kumarakom the Restaurant, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034",Needs Improvement,http://www.timberteak.com/,Yes
T.Mangharam - The Fabric People,Clothing store,4.2,3234,4425355722,"49, Rattan Bazaar Rd, Parry's Corner, Park Town, Chennai, Tamil Nadu 600003",Needs Improvement,http://www.tmangharam.com/,Yes
LKS Gold House - T.NAGAR,Jewelry store,4.4,2014,4424341111,"60, N Usman Rd, Parthasarathi Puram, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,http://www.tnagarlks.com/,Yes
"Trinity Optics,Optometry Eye Clinic, Vision Therapy and Contact Lens Clinic",Optician,5,621,8144901861,"68/2, Arcot Rd, Ganesh Nagar, Porur, Chennai, Tamil Nadu 600116",Top Rated Service,http://www.trinityoptics.co.in/,Yes
UNIQUE PLUS Furniture Store Chennai,Furniture store,4.2,84,9884370409,"No.117, Nelson Manickam Rd, Collectorate Colony, Aminjikarai, Chennai, Tamil Nadu 600030",Needs Improvement,http://www.uniqueplusfurniture.com/,Yes
VBC JEWELLERY HOUSE OF VUMMIDI,Jewelry store,4.9,201,4428343650,"46, Gopathy Narayana Rd, opposite Jain Temple, Satyamurthy Nagar, T. Nagar, Chennai, Tamil Nadu 600017",Needs Improvement,http://www.vbcjewellery.com/,Yes
Vignesh Furnitures (Furniture Shop Royapettah),Furniture store,4.3,90,4431338150,"New No: 29, Old, No: 16, Royapettah High Rd, opp. Pilot Theatre, Royapettah, Chennai, Tamil Nadu 600014",Highly Recommended Service,http://www.vigneshfurniture.com/,Yes
Vision Xperts Opticals,Optician,4.8,166,9840991321,"66, Aryagowda Rd, Perambur, Vivekanandapuram, West Mambalam, Chennai, Tamil Nadu 600033",Needs Improvement,http://www.visionxpertseyehospital.com/,Yes
V V IT,Electronics store,4.9,370,9500217968,"1st Floor, 39, Arcot Rd, Bharani Colony, Saligramam, Chennai, Tamil Nadu 600093",Needs Improvement,http://www.vvitsolutions.com/,Yes
"WE SELL COMPUTER- USED COMPUTER WHOLESALE DEALERS CHENNAI,REFURBISHED DESKTOP&LAPTOP SALE CHENNAI, DESKTOP & LAPTOP SERVICES",Electronics store,4.7,55,9514522223,"#2, Maraimalai Adigalar St, Q Block, MMDA Colony, Arumbakkam, Chennai, Tamil Nadu 600106",Needs Improvement,http://www.wesellcomputer.com/,Yes
Winner Chairs,Furniture store,4.8,924,9841123397,"No. 3, 46, New Boag Rd, near Kannammapet, Kannammapet, T. Nagar, Chennai, Tamil Nadu 600017",Top Rated Service,http://www.winnerchairs.com/,Yes
"Wondr Diamonds | Lab Grown Diamond Jewellery - T. Nagar, Chennai",Jewelry store,5,408,6374714153,"First Floor, New no: 60-62, Gopathy Narayana Rd, T. Nagar, Chennai, Tamil Nadu 600017",Needs Improvement,http://www.wondrdiamonds.com/,Yes
Wood Express Furniture,Furniture store,4.7,906,9094477777,"82, Jawaharlal Nehru Salai, Vadapalani, Chennai, Tamil Nadu 600026",Top Rated Service,http://www.woodexpress.in/,Yes
Woodpecker Furniture,Furniture store,4.8,3229,9940462277,"69, 123, Nelson Manickam Rd, Rajaram Mehta Nagar, Aminjikarai, Chennai, Tamil Nadu 600030",Top Rated Service,http://www.woodpeckerfurniture.com/,Yes
20 20 MOBILES,Mobile store,4.7,208,8062208062,"91, Ethiraj Salai, Egmore, Chennai, Tamil Nadu 600008",Needs Improvement,https://20-20mobiles.in/,Yes
70MM Male Clothing - T Nagar,Clothing store,4.2,647,4442819094,"31, Ranganathan St, near Mambalam, near Chennai, Postal Colony, T. Nagar, Chennai, Tamil Nadu 600017",Needs Improvement,https://70mmmaleclothing.com/store-locations/,Yes
Acer Mall - Exclusive Store,Electronics store,4.9,627,9513234425,"SF 204, Nexus Vijaya Mall, 183 Great Southern Trunk Rd, Arcot Rd, Vadapalani, Chennai, Tamil Nadu 600026",Top Rated Service,https://acermall.shopacer.co.in/shop/ats-computers-acer-laptop-store-acer-mall-exclusive-store-computer-shop-computer-showroom-vadapalani-chennai-1231,Yes
Best Homz Furniture showroom in Chennai | luxury furniture store | best Home & office furniture stores,Furniture store,4.2,69,9840185901,"41, 116, Nelson Manickam Rd, Railway Colony, Aminjikarai, Chennai, Tamil Nadu 600030",Needs Improvement,https://besthomz.in/,Yes
Lawrence & Mayo Boutique | Luxury Eyewear & Eye Testing | Chennai,Optician,4.9,243,4428332757,"No 3-A, Ground Floor, 2nd Street, Khadar, Khader Nawaz Khan Rd, Nungambakkam, Chennai, Tamil Nadu 600006",Needs Improvement,https://boutique.lawrenceandmayo.com/,Yes
CHENNAI CLOTHES BRANDED|UMBRELLA KURTIS|NIGHTIES |Night pants|Plaazo|Leggings | Kids wear|Bedsheets|lowest price | whole sale,Clothing store,5,58,7339609299,"No 2/652 30th street, Nakkeeran Salai, Block 12, Dudhiya, J J Nagar, Mogappair East, Chennai, Tamil Nadu 600037",Needs Improvement,https://chat.whatsapp.com/jj04kadjjqd52saf8fuhtp,Yes
"Vasan Eye Care Hospital - (Vadapalani, Chennai)",Optician,4.9,490,18005712222,"No 154/2, Arcot Rd, opposite Viveks And Company, Ottagapalayam, Somasundara Bharathi Nagar, Vadapalani, Chennai, Tamil Nadu 600026",Needs Improvement,https://clinic.vasaneye.com/vasan-eye-care/stores-in-chennai/stores-in-vadapalani/vasan-eye-care-hospital-in-vadapalani-chennai--5pswaa/home,Yes
