Name,Category,Ratings,Rating counts,Mobile Number,Address,Segment,Website_clean,Website Status
"I Clean Go Green|Kitchen Deep Cleaning,Duct Cleaning, Industrial Roof and cobweb cleaning Services",House cleaning,4.1,8,7092222249,"No# 555, Ground Floor, Poonamallee High Rd, Arumbakkam, Chennai, Tamil Nadu 600106",Needs Improvement,http://icleangogreen.in/,Yes
AapkaPainter : Home Renovation & Painting Services in Chennai,Pest control service,4.7,617,8088777173,"1st Floor, No 1-138, Vinayagapuram Main Rd",Highly Recommended Service,https://aapkapainter.com/services/house-painting/chennai?utm_source=google&utm_medium=gmb&utm_campaign=chennai,Yes
Selvam plumbing & Electrical Works,Electrician,4.8,614,7200110785,"47, Seethalai Sathanar Cross St, Sanjaicolony, MGR Nagar, Nesapakkam, Chennai, Tamil Nadu 600078",Highly Recommended Service,no website,No
Jayalakshmi Electrical Solutions (Electrical A Grade Contractors) EA,Electrician,4.3,16,9941185780,"15/54, 3rd Cross St, Ganga Nagar, Kodambakkam, Chennai, Tamil Nadu 600024",Needs Improvement,http://jelectrical.in/,Yes
House Deep Cleaning service,House cleaning,4.8,588,9092417501,"4/211, Mahatma Gandhi St, Karapakkam, Chennai, Tamil Nadu 600097",Highly Recommended Service,https://housedeepcleaningservice.in/,Yes
Masterkey Home services,House cleaning,4.8,570,9042265444,"Guduvancheri, Tamil Nadu",Highly Recommended Service,https://masterkeyservices.in/,Yes
"KRISHNAN BOREWELLS-BEST BOREWELL DRILLING IN CHENNAI, BOREWELL DRILLING CONTRACTORS IN CHENNAI, BOREWELL SERVICES IN CHENNAI",House cleaning,4.7,551,9894170583,"No : 102, 42, Gangaiamman Koil St",Highly Recommended Service,http://www.krishnanborewells.com/,Yes
Tata Motors Cars Service Center Guindy - PPS Motors,Car service center,4.4,543,8247335588,"South Phase, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032",Highly Recommended Service,https://dealer-locator.cars.tatamotors.com/tata-motors-cars-showroom-pps-motors-pvt-ltd-car-dealer-viduthalai-nagar-kanchipuram-135542/home,Yes
Maria Cars-Multi Brand CarsTinkering&Painting services in Chennai,Car service center,4.8,531,9962677030,"21/70, Narasingapuram 4th street Maduvankarai, Guindy, Bridge, Maduvinkarai, down, Chennai, Tamil Nadu 600032",Highly Recommended Service,https://mariacars.co.in/,Yes
Karsenz Total Car Care Pvt Ltd - UNIT 1,Car service center,4.7,518,4423766535,"E-7, 3rd Phase, Guindy Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032",Highly Recommended Service,http://www.karsenz.in/,Yes
PEST CONTROL OF TAMILNADU,Pest control service,4.9,513,9500180079,"8, Ulagappa St, Chintadripet, Chennai, Tamil Nadu 600002",Highly Recommended Service,https://sites.google.com/view/pestcontroloftamilnadu/home,Yes
Maruti Suzuki Service (Cresco),Car service center,4.4,508,8071648303,"No.7, Indira Gandhi 3rd St, Kamarajar Nagar, Avvai Nagar, Choolaimedu, Chennai, Tamil Nadu 600094",Highly Recommended Service,https://www.arenaofkilpauk.com/maruti-suzuki-service,Yes
Car King Accessories - Chennai Car Accessories Shop Chennai,Car service center,4.9,496,9940114808,"No 6, Rams Avenue",Highly Recommended Service,https://bit.ly/3k0b2j6,Yes
SUN PEST CONTROL SERVICES,Pest control service,4.8,480,9962483131,"17/7, 5th St, near Subway, Rajaji Nagar, Villivakkam, Chennai, Tamil Nadu 600049",Highly Recommended Service,https://sunpestcontrols.com/,Yes
Home Serve India,House cleaning,4.2,1862,4449968000,"181, Luz Church Rd, Luz, Mylapore, Chennai, Tamil Nadu 600004",Top Rated Service,http://myhomeserveindia.com/,Yes
Helpee Nursing Care Chennai,House cleaning,4.8,469,8069369976,"Office No- 23, Second Floor, Building No. 51, Sigaram Towers, Kumaran Colony Main Road, Kumaran Colony, Vadapalani, Chennai, Tamil Nadu 600026",Highly Recommended Service,https://www.helpee.in/chennai-eldercare,Yes
MNP Pest Control In Chennai,Pest control service,5,461,9361190847,Unknown,Highly Recommended Service,https://www.mnppestcontrol.com/,Yes
Lakshmi Hyundai Services,Car service center,4.5,432,9600775125,"103, 1st Main Rd",Highly Recommended Service,http://lakshmihyundai.co.in/,Yes
RAJKUMAR PEST CONTROL SERVICE,Pest control service,3.3,3,7448337963,"No 16, RKN Construction, Vignesh Apartments",Needs Improvement,http://pestcontrol29.godaddysites.com/,Yes
Lakshmi Hyundai Services,Car service center,4.5,432,9677012305,"B&D2, Floor-Bharani Studio Complex Dr. Bhanumathi Ramakrishna Road, 57, Arcot Rd, near Passport office",Highly Recommended Service,http://lakshmihyundai.co.in/,Yes
"CARS24 - Buy, Sell, Finance Used Cars in Nexus Vijaya Mall, Chennai",Car service center,4.8,426,9884224141,"No. 7, Thiruveethien Street",Highly Recommended Service,https://www.cars24.com/buy-used-cars-chennai/?source=locationselector&utm_source=gmb_buy&utm_medium=chennai_gmb&utm_campaign=gmb_786,Yes
Aadhi Facility & Cleaning Services| Septic Tank| Garden| Home,House cleaning,4.9,423,9566022281,"182, 2nd St, Ramapuram, Ravi Colony, Indira Nagar, Gandhi Nagar, St.Thomas Mount, Chennai, Tamil Nadu 600016",Highly Recommended Service,https://aadhifacilitycleaningservices.com/,Yes
S Drive - Multi Brand Car Service Center | Sri Balaji Motors,Car service center,4.2,298,8754429046,"No 56, 3rd Cross St, Kubera Nagar, Srinivasa Nagar, Velachery, Chennai, Tamil Nadu 600042",Needs Improvement,http://service.sdrive.co.in/,Yes
Sri Motors Yamaha Service Center,Car service center,4.6,7156,9158400300,"41D, Thiru Vi Ka Industrial Estate, Kalaimagal Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032",Top Rated Service,http://srimotorsygs.com/,Yes
Sri Motors Firm - Service Center,Car service center,4.6,2300,9840255259,"42, Arcot Rd, near Vembuliamman Koil Street",Top Rated Service,http://srimotorsygs.com/,Yes
S.A. ELECTRICAL & PLUMBER,Electrician,4.9,420,6380175604,"363, Village High Rd",Highly Recommended Service,no website,No
MCC Motors Car Service GoMechanic,Car service center,4.6,416,7373066611,"No 340, 1B, Porur Link Rd, near Porur Toll Plaza, Visalakshi Nagar, Vanagaram, Chennai, Adayalampattu, Tamil Nadu 600095",Highly Recommended Service,http://mccmotors.in/,Yes
TechSquadTeam - Chennai - Home Cleaning and Pest Control Services @ Your Doorstep,House cleaning,4.6,414,9739937100,"Block-A, Mf Banksia Apartment, A2, Prabu Nagar First Main Rd, Ambal Nagar Extention, Prabhu Nagar, Sri Ganapathy Nagar, Pallikaranai, Chennai, Tamil Nadu 600100",Highly Recommended Service,https://techsquadteam.com/chennai,Yes
Saravana Automobiles,Car service center,4.9,404,9840432351,"1/2, Bharathi St, Appavu Nagar, T. Nagar, Chennai, Tamil Nadu 600015",Highly Recommended Service,https://saravanaautomobiles.hrmslyzoo.in/,Yes
Unique Cleaning Services,Pest control service,4.2,62,9841398386,"NO.1 FIRST FLOOR, Mahalakshmi St",Needs Improvement,http://uniquecleaningservices.in/,Yes
Camaleon Service,House cleaning,4.7,403,8925887783,"A 901 Xs Real Symphony, Xs Real Helios city, padur,chennai-603103",Highly Recommended Service,https://www.camaleon.in/,Yes
"House Deep Cleaning - Office Cleaning, Residential Cleaning, Kitchen Cleaning, Bathroom Cleaning",House cleaning,4.9,382,7397285927,"Veerapandiya Kattaboman St, Karapakkam, Chennai, Tamil Nadu 600097",Highly Recommended Service,https://housedeepcleaningserviceschennai.in/,Yes
Happy Home Pest Control Services - Termite Control in Chennai | Pest Control in Chennai | Cockroach Control in Chennai,Pest control service,4.9,374,8056058549,"28/33, 12th St, Vinobaji Nagar, Hasthinapuram, Chromepet, Chennai, Tamil Nadu 600064",Highly Recommended Service,https://www.hhspestcontrol.com/,Yes
moto-R Garage,Car service center,4.6,365,9600111441,"14, Alapakkam Main Rd, Ganapathi Nagar, Maduravoyal, Chennai, Tamil Nadu 600095",Highly Recommended Service,http://www.moto-r.in/,Yes
Arra Motors - Ramapuram,Car service center,4,126,9962244735,"4, 7, Kalasathamman Koil St, Moogambigai Nagar, Ramapuram, Chennai, Tamil Nadu 600089",Needs Improvement,http://www.arramotors.com/,Yes
PeeYesYem Hyundai Car Service Center - Tondiarpet,Car service center,4.4,349,9940421211,"No.12, 37, Nagappan St",Highly Recommended Service,https://peeyesyemhyundai.in/,Yes
Back To Back Clean Facility Services,House cleaning,4.1,31,9884418819,"2nd, 8/25, Anna, cross, N Mada St, Padi, Chennai, Tamil Nadu 600050",Needs Improvement,http://www.b2bcfs.com/,Yes
"Urban Home Deep Cleaning Services - House Deep Cleaning, Office Cleaning, Villa Cleaning, Bathroom Cleaning in Chennai",House cleaning,4.9,348,9366207071,"East Coast Rd, above Sholinganallur, Ezhil Nagar, Sholinganallur, Chennai, Tamil Nadu 600119",Highly Recommended Service,https://urbandeepcleaningserviceschennai.com/,Yes
First Quality Cleaning Service,House cleaning,4.8,346,9940498547,"Vandalur, Tamil Nadu",Highly Recommended Service,http://firstqualitycleaningservice.com/,Yes
Spic & Span Cleaning - Carpet Cleaning/Home Cleaning/Sofa Cleaning/Bathroom Cleaning/Marble Polishing,House cleaning,4.7,346,8148607278,"4th Cross, OMR - ECR Link road Toll, Mr. Sakthi- Spic & Span Cleaning Service}- Old No: 371, New No: 7 Aravindar Street, Village High Rd",Highly Recommended Service,http://www.spicandspancleaningservice.in/,Yes
SHREE CAR CARE,Car service center,4.9,339,9677020588,"26, Venkateswara St",Highly Recommended Service,https://d-shreecarcare.dotpe.in/?utm_source=psms,Yes
GLOBAL MOTORS MULTI CAR SERVICE CENTER,Car service center,4.6,330,9840105670,"Old No.106/1, K.Samsugani Plaza, No.8/1, Adithanar Rd",Highly Recommended Service,no website,No
Vallalar Home Care Services-Patient Care Services|Home Care Services|Valasaravakkam|Porur|Anna Nagar|Chetpet|Kilpauk|Chennai,House cleaning,4.8,322,9500008228,"1st Floor, New No.1, AP-60, 1st St, 1st Sector, K. K. Nagar, Chennai, Tamil Nadu 600078",Highly Recommended Service,http://vallalarhomecare.com/,Yes
Jaishree electrical& electrician & plumbing & painting,Electrician,4.9,321,9940491409,"2/144 V.V koil St Porur, Mugalivakkam, Chennai, Tamil Nadu 600125",Highly Recommended Service,no website,No
S N Electra Motors| Electric Bike Dealers | E Bike Showroom | E BIKE SCOOTER SERVICE CENTER | E VEHICLE BATTERY SERVICE CE,Car service center,4.6,320,9894943456,7+ years in business,Highly Recommended Service,https://www.snelectramotors.com/,Yes
Clean Living Laundry & Dry Cleaning - T Nagar,House cleaning,3.9,44,8939904715,"24, Silver Park Apartments, Thanikachalam Rd, opposite Hindi Prachar Sabha",Needs Improvement,http://www.cleanliving.in/,Yes
Clean Living Laundry & Dry Cleaning - KNK,House cleaning,1,1,8939904717,Khader Nawaz Khan Rd,Needs Improvement,http://www.cleanliving.in/,Yes
Clean Living Laundry & Dry Cleaning - Kilpauk,House cleaning,3.9,31,8939904721,"Door No, Windsor Palace, 34, Balfour Road",Needs Improvement,http://www.cleanliving.in/,Yes
KR Professional Water Tank cleaning service - Chennai,Plumber,4.8,320,9840656140,"23, New Colony Main Rd, Adambakkam, Chennai, Tamil Nadu 600088",Highly Recommended Service,no website,No
Evolve Automotive,Car service center,4.7,310,9884988632,"49 & 51/2, Thiru Vi Ka Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032",Highly Recommended Service,https://www.evolveautomotive.in/,Yes
CUURO MOTORS,Car service center,4,563,9500020412,"A 13, 3rd Phase, Guindy Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032",Needs Improvement,http://www.cuuromotors.com/,Yes
Entos De-Pest Solutions Pvt Ltd,Pest control service,4.1,107,9566143388,"320a, 47a, Velachery Main Rd, police station Velachery, Velachery, Chennai, Tamil Nadu 600042",Needs Improvement,http://www.de-pest.org/,Yes
MG Motor SMK Service Center,Car service center,4.4,301,9841049889,"Flat No 11 Old No-46, New 12 1st Floor, Devarajan Nagar, VOC extension street, Saligramam",Highly Recommended Service,https://smkmg.com/,Yes
Faith Pest Control,Pest control service,5,292,8610372883,"Door 19, Plot No 4, Ganga Kaveri St, Vigneshwara Nagar, Porur, Chennai, Tamil Nadu 600116",Highly Recommended Service,http://www.faithpestscontrol.com/,Yes
pallikaranai electrical & plumbing work. ( p.murugan)),Electrician,4.9,288,9962236636,"Nakkkiran St, Manohar Nagar Extension, Extention, Pallikaranai, Chennai, Tamil Nadu 600100",Highly Recommended Service,https://business.google.com/v/pallikaranai-electrical-plumbing-work-p-murugan/010915234065335195291/929c/_?,Yes
ESN Services Chennai - House keeping Service,House cleaning,4.3,38,9025429429,"R.R Nagar Annexe, No. 4/151, 2nd St, Iyyappanthangal, Chennai, Tamil Nadu 600122",Needs Improvement,http://www.esnservices.in/,Yes
SunJeevan Healthy Home,House cleaning,4.8,285,8072351136,Unknown,Highly Recommended Service,https://sunjeevan.in/,Yes
Pest Rid Naturals - Pest Control Chennai | 100% Natural,Pest control service,4.7,285,9840065477,"door no.2, Ambika Appalam Complex, Ceebros Arcade, No.1, Kasturba Nagar 3rd Cross St, Nehru Nagar, Adyar, Chennai, Tamil Nadu 600020",Highly Recommended Service,https://www.pestridnaturals.com/,Yes
ENGINEROOM - Engine Decarbonisation/ Carbon Cleaning Chennai,Car service center,4.9,283,9840610610,"No. 197, 2A, Perumal Koil St",Highly Recommended Service,http://engineroom.in/,Yes
FUMIGATION SERVICES PVT LTD,Pest control service,4.3,80,4442427777,"1, Buddu Sahib Street, Parrys, Chennai, 600001, 600001",Needs Improvement,http://www.fumigationservice.com/,Yes
Sea Green Pest Control Pvt Ltd,Pest control service,5,275,9500126748,"No: 1/157, Annai Indra nagar, 4th Main Rd, Iyyappanthangal, Srinivasapuram, Chennai, Tamil Nadu 600056",Highly Recommended Service,http://www.seagreenpestcontrol.com/,Yes
SAIPRASAD PEST MANAGEMENT SERVICE,Pest control service,4.9,273,9003182172,"No: 63-A, 5th Street, West",Highly Recommended Service,http://www.saiprasadpestmanagement.com/,Yes
Duster Pest Control | Best Termite Control Company in Chennai | Cockroach Control | Mosquito pest control | bed bugs control,Pest control service,4.8,272,9884679535,"2nd Floor, 1/350, East Coast Rd, above medplus pharmacy",Highly Recommended Service,no website,No
"TDS Manpower Consultancy - House Maid Cook Agency Chennai Best home nurse,Babysitter,Patient Care,Home Nursing Care Services",House cleaning,4.4,269,9840671997,"166, 4th St, Kannigapuram, Nehru Nagar, Saligramam, Chennai, Tamil Nadu 600093",Highly Recommended Service,https://www.tdsmanpowerconsultancy.com/,Yes
Tune N Lube Bike Service Center,Car service center,4.5,261,9884682320,"30, 29, Vembuliamman Koil St, Annaji Nagar, KK Nagar West, K. K. Nagar, Chennai, Tamil Nadu 600078",Highly Recommended Service,no website,No
OM CAR KARE,Car service center,4.7,245,9500153288,"No: 228/6, Pallavaram Road, Kolapakkam, Chennai, Tamil Nadu 600128",Highly Recommended Service,no website,No
pest rid adyar,Pest control service,4.8,232,9551723456,"pizza corner, 55, Lattice Brg Rd, near adyar, L.I.C Colony, Adyar, Chennai, Tamil Nadu 600041",Highly Recommended Service,http://www.pestrid.in/,Yes
"Happy Employment services &Maid Agency__We Provide Maids,Cooks,BabyCare, Patient Care,Senior Citizen Care,Nursing Service",House cleaning,4.7,228,7550109718,"2ND FLOOR, AR Complex, NO 69, Arcot Rd, Subramanya Swamy Nagar, Valasaravakkam, Chennai, Tamil Nadu 600087",Highly Recommended Service,http://www.happymaids.in/,Yes
INEL Power System Engineers Private Limited,Electrician,3.9,63,4423712710,"New, No.103, Dharuman St, West Jafferkhanpet, Chennai, Tamil Nadu 600083",Needs Improvement,http://www.inelpse.com/,Yes
SUPER CAR CARE ECM / ECU SERVICES,Car service center,4.9,227,7904338303,"Anna Main Rd, Ramapuram, Sri Ganesh Nagar, Kolapakkam, Chennai, Tamil Nadu 600122",Highly Recommended Service,no website,No
J.M. Plumbing Works,Plumber,4.9,226,9003086531,"Plot no.89, Sai Balaji Nagar, 3rd part, Pallikaranai, Chennai, Tamil Nadu 600100",Highly Recommended Service,https://jm-plumbingworks.web.app/,Yes
JUPITER ELECTRICALS - electrical consultants in chennai | electrical contractors in chennai | electrical engineer in chennai,Electrician,4.2,10,9884017708,"No.3, T.N.P. 6th Street,, Perambur,, Chennai, Tamil Nadu 600082",Needs Improvement,http://www.jupiterelectricals.com/,Yes
Bridgestone Select - United Wheels Care,Car service center,4.8,217,8037513792,"No 99, New, Jawaharlal Nehru Salai, opp. Namma Veedu, Thiru Nagar Colony, Tiru Nagar, Vadapalani, Chennai, Tamil Nadu 600026",Highly Recommended Service,https://tyreshop.bridgestone.co.in/bridgestone/tyre-shops-in-chennai/tyre-shops-in-vadapalani/bridgestone-select-united-wheels-care-in-vadapalani-chennai--36cebf02-204b-41eb-a19b-17991ef42b38/home,Yes
Thangam Tyre Centre,Car service center,4.4,217,9841712018,"225, Govindappa Naicken St",Highly Recommended Service,https://www.bridgestone.co.in/dealer/tamil-nadu/chennai/thangam-tyre-centre,Yes
Bridgestone Select - United Wheels Care,Car service center,4.8,216,9841312617,"Mandaveli St, nearby Trends Showroom",Highly Recommended Service,https://tyreshop.bridgestone.co.in/bridgestone/tyre-shops-in-chennai/tyre-shops-in-vadapalani/bridgestone-select-united-wheels-care-in-vadapalani-chennai--36cebf02-204b-41eb-a19b-17991ef42b38/home,Yes
Kevin Electricals Pvt Ltd.,Electrician,4.3,44,4424466938,"7, Arunachalapuram Main Rd, IInd Street, Adyar, Chennai, Tamil Nadu 600020",Needs Improvement,http://www.kevinelectricals.com/,Yes
Volkswagen Arcot Road,Car service center,4.6,213,9840998408,"10, Big St",Highly Recommended Service,https://volkswagenchennaisouth.com/,Yes
Homes Care Cleaning Services Poonamallee,House cleaning,4.8,211,9087007800,"13, MS Dhoni St, Vasanthapuri Phase 2, Shrishti Sai Nagar Layout, Poonamallee, Chennai, Tamil Nadu 600056",Highly Recommended Service,https://www.poonamalleeservices.com/,Yes
Quick car Service,Car service center,4.9,210,9600059708,"1779a, G.K.M Colony, Jawahar Nagar, Perambur, Chennai, Tamil Nadu 600082",Highly Recommended Service,no website,No
Crystal Services - Home | Office | Commercial Cleaning,House cleaning,5,209,9677011991,Unknown,Highly Recommended Service,https://crystalservices.in/,Yes
KAVIN HOME CARE,Plumber,4.9,207,8681054844,"15, Anna St, Durga Nagar, Tambaram, Tambaram Sanatorium, Chennai, Tamil Nadu 600047",Highly Recommended Service,no website,No
WORLD OF SERVICE,Car service center,4.7,202,6379123060,"B1, Radha Krishnan Nagar, World of Service, B2, T. Ponnambalam Salai, Kolapakkam, Chennai, Tamil Nadu 600128",Highly Recommended Service,https://www.facebook.com/worldofservicechennai/,Yes
Shree Sai Car Care,Car service center,4.8,195,9884661392,"22/4, Rangaiah Garden St",Highly Recommended Service,http://www.sscarcare369.com/,Yes
Mars Pest Management System India Pvt. Ltd.,Pest control service,4,15,4426202345,"New No: 22, Old No: 448, 2, 24th St",Needs Improvement,http://www.marspestindia.com/,Yes
Facility Home Cleaning Services,House cleaning,4.7,194,9043504543,"2, 231, Perianna Maistry St, Karapakkam, Chennai, Tamil Nadu 600003",Highly Recommended Service,https://facilityhomecleaningservices.com/,Yes
MD Electric Co,Electrician,4,4,8248299569,"9/5sastri, 1st Cross St",Needs Improvement,http://www.mdelectricco.com/,Yes
ROJA ELECTRICAL & PLUMING WORKS,Electrician,4.8,194,9551713419,"No. 61 /A, 10th St, Dhayalu Nagar, SRB Nagar, Kolathur, Chennai, Tamil Nadu 600099",Highly Recommended Service,no website,No
TIC BIOTECH BIO SEPTIC TANK CHENNAI,House cleaning,4.9,192,8610239899,"9, 1st St",Highly Recommended Service,https://ticbiotech.com/,Yes
Micron Electricals (India) Private Limited,Electrician,4.1,30,4424662307,"C-24A, Thiru Vi Ka Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032",Needs Improvement,http://www.micronelectricals.com/,Yes
Just Cleaning,House cleaning,5,189,9042723482,"Seeyathamman Kovil Street, TVS Nagar, Agraharam, Korattur, Chennai, Puthagaram, Tamil Nadu 600076",Highly Recommended Service,https://justcleaning.co.in/,Yes
Prestine Care Facility Services |Home & House| Bathroom | Commercial Cleaning,House cleaning,4.8,189,8838985789,"142, Grand Southern Trunk Rd, opp. Vetri Cinemas, Lakshmi Nagar, Chromepet, Chennai, Tamil Nadu 600044",Highly Recommended Service,https://prestinecarefacility.in/,Yes
PESTRONICS SERVICES PVT LTD,Pest control service,4.9,188,9940334644,"krishna apartments, 16/1, Venkatrathnam Nagar Extension 2nd St, Venkata Rathinam Nagar, Adyar, extentions, Chennai, Tamil Nadu 600020",Highly Recommended Service,https://www.pestronics.com/,Yes
"Urban cleaning service omr - office deep cleaning,",House cleaning,4.9,186,7358691417,"mobil shop, Veerapandiya Kattabomman St, bick siat, Karapakkam, Chennai, Tamil Nadu 600097",Highly Recommended Service,https://homedeepcleaningchennai.com/,Yes
SIPC - Pest Control Services in Chennai | Advanced Pest Management Company,Pest control service,4.8,184,8089000023,"F1 A, LEVEL - I , GEMINI METROPOLIS, PLOT NO. 4 & 5, MURUGESAN STREET BALAVINAYAGAR NAGAR, Jawaharlal Nehru Salai, Arumbakkam, Chennai, Tamil Nadu 600106",Highly Recommended Service,https://sipc.in/,Yes
ASK CAR SPA (All Car Mechanical Repairs & General Services | Car Washing & Polishing | Painting| Sale of Batteries .,Car service center,4.8,183,9952053367,"No. 44, 62b, Nelson Manickam Rd, Railway Colony, Aminjikarai, Chennai, Tamil Nadu 600030",Highly Recommended Service,no website,No
Sairam Electrical & Works,Electrician,4.8,181,8056213220,"344, 237, Arcot Rd, Vadapalani, Chennai, Tamil Nadu 600026",Highly Recommended Service,https://sairamelectricalworks.in/,Yes
"Urban House Cleaning - House Deep Cleaning, Office Cleaning, Villa Cleaning, Commercial Cleaning Services in Chennai",House cleaning,4.9,177,7305365021,"3/375, Bharathidasan St, Karapakkam, Chennai, Tamil Nadu 600097",Highly Recommended Service,https://urbenhousecleaning.in/,Yes
