Name,Category,Ratings,Rating counts,Mobile Number,Address,Segment,Website_clean,Website Status
Techiebees,Training Institute,4.3,40,9962222923,"Flat G.A. Asvini Athreya, Rajendra Colony, Saligramam, Chennai, Tamil Nadu 600093",Highly Recommended Service,http://techiebees.in/,Yes
Techmaax,Coaching Institute,4.9,247,9884633258,"No. 4, Third Floor, 45th Street, 9th Ave",Highly Recommended Service,http://techmaax.com/,Yes
DLK career development,Computer training Center,4.4,880,4442032818,"Ground, Raahat Plaza, No 68 & 69, Arcot Rd, near by Nilgiris Bulding",Highly Recommended Service,http://training-in-chennai.co.in/,Yes
True Progress Technologies,Skill development,4.8,102,7893081746,"Upstair, SHRI LAKSHMI DIGITAL, 39 1st Floor, Arcot Rd, opp. Bata ShowRoom, Bharani Colony, Vijayaraghavapuram, Saligramam, Chennai, Tamil Nadu 600093",Highly Recommended Service,http://trueprogresstech.com/,Yes
Vadapalani Chess Academy,Coaching Institute,4.9,16,9952028410,46185,Highly Recommended Service,http://vadapalanichessacademy.com/,Yes
"Veranda Race for TNPSC, Bank, SSC & RRB Exam Coaching Institute in Chennai",Coaching Institute,4.7,10450,9790173030,"808, Anna Salai, CIT Nagar West, CIT Nagar, Chennai, Tamil Nadu 600035",Top Rated Service,http://verandarace.com/,Yes
VAAGAI ACADEMY,Computer training Center,4.8,129,9087348777,"Bus Stop, 63/135, Kaliamman Koil St, opposite to Elango Nagar, Elango Nagar, Virugambakkam, Chennai, Tamil Nadu 600092",Highly Recommended Service,http://viacademy.in/index.html,Yes
Vijaya College Of Nursing | Best Nursing College in Vadapalani,Coaching Institute,4.8,32,9158922366,"No: 323, NSK Salai Rd",Highly Recommended Service,http://vijayacollegeofnursing.com/,Yes
VL COMPUTER TRAINING CENTRE,Computer training Center,4.9,113,7358632459,"Ice House, 79/37, Dr Natesan Rd, Salegramam, Sudandira Nagar, Triplicane, Chennai, Tamil Nadu 600005",Highly Recommended Service,http://vlctc.in/,Yes
"VVT Coaching Centre - Best NEET & JEE Coaching centre - Chennai,Tamil Nadu",Coaching Institute,4.7,439,8122122333,"Nibav Buildings, 4th & 5th Floor, No.23, Old No.11, Lattice Brg Rd, Adyar, Chennai, Tamil Nadu 600020",Highly Recommended Service,http://vvtcoaching.com/,Yes
Apollo Computer Education Velachery- TALLY-PRIME / PYTHON /JAVA/ DATA SCIENCE/2D&3D/ DTP/HACKING/SAP/Digital Marketing,Computer training Center,4.9,67,9042377789,"NO: 1, CM COMPLEX, 7th St, Tansi Nagar, Velachery, Chennai, Tamil Nadu 600042",Highly Recommended Service,http://wa.me/+919042377789,Yes
We Shine Academy,Coaching Institute,4.9,125,8939144344,"4/12, Devi Nagar, Porur, Chennai, Tamil Nadu 600116",Highly Recommended Service,http://weshineacademy.com/,Yes
We Shine Academy,Coaching Institute,4.7,440,8939244344,"Dee Cee Towers, 37/38, 2nd Ave",Highly Recommended Service,http://weshineacademy.com/,Yes
Winner Academy,Coaching Institute,4.3,32,9087678678,"No:296/257,Arcot Road, 2nd floor, vadapalani",Highly Recommended Service,http://winnersacademy.in/,Yes
ACCORD INFO MATRIX PVT.LTD,Training Institute,4.4,1300,9940289059,"Bus Stop, 2, Anna Salai, 3rd Floor, near Little Mount, above Axis Bank",Highly Recommended Service,http://www.accordinfomatrix.co.in/,Yes
ACERT (Academy of Competitive Examination & Research Training),Coaching Institute,4.6,149,9445121004,"TF-3, Girija Apartment, 50A, Jawaharlal Nehru Salai, MMDA Signal, Arumbakkam, Chennai, Tamil Nadu 600106",Highly Recommended Service,http://www.acertindia.com/,Yes
Public Speaking Skills Chennai,Skill development,4.9,32,9282239388,"57, Dhandapani St, Parthasarathi Puram, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,http://www.actiondna.com/,Yes
Soft Skills Training Chennai,Skill development,4.6,19,7338805051,"59/24, Gangai Amman Koil St, Sriramapuram, Gangai Amman Koil Street - Boulevard, Athreya Puram, Choolaimedu, Chennai, Tamil Nadu 600094",Highly Recommended Service,http://www.actiondna.com/,Yes
Communication Skills Chennai,Skill development,3.8,8,4442128965,"Old No 13, New No 57, I Floor, South Dhandapani Street, Police Quarters Rd, near T Nagar, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,http://www.actiondna.com/,Yes
Adyar Academy - CBSE & SB Tuitions in Adyar - NEET/JEE Coaching in Adyar,Coaching Institute,4.7,38,8637653537,"1st Floor, ANMOL ARCADE, 10-B, 102, Lattice Brg Rd, Adyar, Chennai, Tamil Nadu 600020",Highly Recommended Service,http://www.adyaracademy.com/,Yes
AGIIT,Training Institute,4.4,242,9841841842,"33/34, 2nd St, Anjugam Nagar, West Jafferkhanpet, Chennai, Tamil Nadu 600083",Highly Recommended Service,http://www.agatrg.com/,Yes
Akilan Institute - Best CBSE Coaching Institute in Chennai,Coaching Institute,4.4,24,7092008008,"25/337, 36th St, Ponnambalam Colony, Sector 7, K. K. Nagar, Chennai, Tamil Nadu 600078",Highly Recommended Service,http://www.akilaninstitute.in/,Yes
AllTechZ,Training Institute,4.5,1100,9677183515,"Building, Chennai Silks, Railway station, Plot No.209, Ground Floor, Bhuvaneshwari Nagar 3rd Main Road",Highly Recommended Service,http://www.alltechzsolutions.in/,Yes
ALTRON SAFETY & SECURITY ACADEMY,Training Institute,4.9,116,4424727298,"79A/45A, S1, Panchali Amman Koil Street, Jai Nagar, Arumbakkam, Chennai, Tamil Nadu 600106",Highly Recommended Service,http://www.altroneducation.com/,Yes
Anjali Computer Education,Computer training Center,4.6,622,9962844944,"First Floor, 10, Ramaswamy St",Highly Recommended Service,http://www.anjalicomputereducation.com/,Yes
APOLLO COMPUTER EDUCATION,Training Institute,4.8,819,9884491340,"2ND FLOOR, 52, RC Church Rd",Highly Recommended Service,http://www.apollocomputereducation.com/,Yes
ARAM IAS ACADEMY,Coaching Institute,4.7,708,8939696868,"1st Floor, 23/1665, 15th Main Rd",Highly Recommended Service,http://www.aramiasacademy.com/,Yes
"CIPET SARP ARSTPS |3D Printing, Reverse engineering, Fatigue & PVT Testing.",Skill development,4.5,17,4422254794,"Cipet Rd, T.V.K, Guindy Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032",Highly Recommended Service,http://www.arstps.gov.in/,Yes
BRAIN BLOOMS ACADEMY | Best NEET Coaching Institute | Best NEET Repeaters | Tamil Medium NEET Coaching,Coaching Institute,4.6,56,9884050488,"3, P.T. Rajan Salai, Sector 13, Ashok Nagar, Chennai, Tamil Nadu 600083",Highly Recommended Service,http://www.baceclasses.com/,Yes
Bala's VV Academy,Coaching Institute,4.9,2000,9025006947,"Gangai Amman Koil, 2nd St",Highly Recommended Service,http://www.balasvvacademy.com/,Yes
BEST COACHING CENTRE,Coaching Institute,4.8,202,9003146241,"93,1ST FLOOR Rajai Road, West Tambaram, Chennai, Tamil Nadu 600045",Highly Recommended Service,http://www.bestcoachingcentre.org.in/,Yes
Bharadwaj Institute,Coaching Institute,4.5,313,9790809900,"58, N Mada St",Highly Recommended Service,http://www.bharadwajinstitute.com/,Yes
BIT Inspection Technology,Training Institute,4.2,45,9840800863,"NO 11, 6th Pillayar Kovil Street, Ekkattuthangal, Ambal Nagar, Chennai, Tamil Nadu 600032",Highly Recommended Service,http://www.bitndtindia.com/,Yes
Brain park,Coaching Institute,4.3,11,4424842464,"2/15 West Avenue Street, Rangarajapuram Main Rd",Highly Recommended Service,http://www.brainpark.in/,Yes
CIS & BSS Computer Education,Coaching Institute,5,108,9884112859,"No. 39/13,1st Floor, Anna Main Rd",Highly Recommended Service,http://www.bssve.in/,Yes
CIS&BSS COMPUTER EDUCATION,Computer training Center,5,86,8610892530,"29, 31, Kamarajar Salai, Sector 13, Ashok Nagar, Chennai, Tamil Nadu 600083",Highly Recommended Service,http://www.bssve.in/,Yes
BSS Computer College,Computer training Center,4.9,109,9789844040,"90 Shop No, Choolai High Rd",Highly Recommended Service,http://www.bssve.in/,Yes
CADDPRO - OTCS,Computer training Center,4.8,193,9600699020,"B-5 , 3rd Floor,Sam Noah Tower 2nd Avenue, Landmark:, near Metro Station Anna Nagar East",Highly Recommended Service,http://www.caddprotcs.in/,Yes
CADD SCHOOL - Vadapalani | Best CADD Training Centre | Free Placement | Internship training | Industrial Training,Coaching Institute,4.5,1600,9884433879,"No.172, Raahat Plaza ,2nd Floor,office No.196,197, Oppo to Vijaya hospital",Highly Recommended Service,http://www.caddschool.com/,Yes
Career Power,Coaching Institute,4.4,25,9958500766,"12/58, 1st Floor, Kanchinilayam, S Usman Road",Highly Recommended Service,http://www.careerpower.in/,Yes
"Careerschool HR & IT Solutions (Python,JAVA,Full stack,Data Analytics,HR,Digital Marketing,AWS,Azure, Internship)",Computer training Center,4.9,667,7708938866,"L2, Landmark:, near Baashyaam Willow Square, Guindy Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032",Highly Recommended Service,http://www.careerschool.co.in/,Yes
Central Footwear Training Institute,Training Institute,4.4,123,4422501529,"65/1, Grand Southern Trunk Rd, Ramapuram, Guindy Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032",Highly Recommended Service,http://www.cftichennai.in/,Yes
CHIP SYSTEMS - Technical Training,Training Institute,4.7,166,9444034246,"No:194, 107, Lake View Rd, Postal Colony, West Mambalam, Chennai, Tamil Nadu 600033",Highly Recommended Service,http://www.chipsystems.in/,Yes
CITD,Skill development,4.8,97,4422500366,"MSME-DI Annexe Building, 65/1, Grand Southern Trunk Rd, Ramapuram, Guindy Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032",Highly Recommended Service,http://www.citdindia.org/,Yes
All India Civil Services Coaching Centre,Coaching Institute,4.6,406,4424621909,"163/1, Kanchi, P.S.Kumarasamy Raja Salai, Greenways Rd, Raja Annamalaipuram, Chennai, Tamil Nadu 600028",Highly Recommended Service,http://www.civilservicecoaching.com/,Yes
Classdemy - Digital Marketing Training Academy in Chennai,Training Institute,4.9,76,8056241635,"80, 4th Ave, Sarvamangala Colony, LIG Colony, Ashok Nagar, Chennai, Tamil Nadu 600083",Highly Recommended Service,http://www.classdemy.com/,Yes
CSC Mylapore,Computer training Center,4.6,445,4442128233,"195, Royapettah High Rd, near Viveks & Vidyamandir school",Highly Recommended Service,http://www.cscmylapore.com/,Yes
CSS Computer college | Python | Java | SAP | Digital Marketing | CC++ | ADV Excel | DataScience | Tally | Photoshop | SQL |,Computer training Center,4.8,225,9791057530,"Red Hills Rd, Sri Ganapathi Rao Nagar, Kolathur, Chennai, Tamil Nadu 600099",Highly Recommended Service,http://www.csscomputerscollege.com/,Yes
Council for Vocational Education & Skill Development,Skill development,5,2,9884475377,"Chennai, Tamil Nadu",Highly Recommended Service,http://www.cvesd.co.in/,Yes
Cynosure Corporate Solutions,Computer training Center,4.6,658,7200712347,"Door No 5, 42, 2nd St, Navarathna Garden, Ekkatuthangal, Chennai, Tamil Nadu 600032",Highly Recommended Service,http://www.cynosurejobs.net/,Yes
Davinci Media College Chennai,Coaching Institute,4.6,239,4448581335,"304, 3rd Floor, Devan Towers, Arcot Rd",Highly Recommended Service,http://www.davincimediacollege.com/,Yes
Dev Systems & IT Services Pvt. Ltd.,Computer training Center,4.5,35,9884856744,"Dev Tower, 74/82, 4th Ave, Sarvamangala Colony, Krupa Colony, Ashok Nagar, Chennai, Tamil Nadu 600083",Highly Recommended Service,http://www.devsystems.in/,Yes
Diya's Academy (Diya Coaching Center),Coaching Institute,4.9,807,9176868900,"Ground Floor, 5/61, Karambakkam First St, Karambakkam, Buddhar Colony, Porur, Chennai, Tamil Nadu 600116",Highly Recommended Service,http://www.diyacoachingcentre.in/,Yes
Dotexe Technologies,Training Institute,4.4,29,9940016609,"23, S Sivan Kovil St, Sarvamangala Colony, Aruna Colony, Vadapalani, Chennai, Tamil Nadu 600026",Highly Recommended Service,http://www.dotexetechnologies.com/,Yes
Dream Code Academy in anna nagar,Computer training Center,4.8,146,8668135402,"No.1,AAblock,4th floor,RVR towers 1st street, Anna Nagar 3rd Main Rd",Highly Recommended Service,http://www.dreamcode.co.in/,Yes
DCC CAD |EPLAN|SP3D|E3D|OIL GAS PIPING | ANSYS| HYPERMESH| ANSA| CATIA| CREO|EPLAN|ANSA|WIRING HARNESS |SOLIDWORKS IN CHENNAI,Coaching Institute,4.9,804,9443977464,"78/30 2 nd, 53rd St, floor, Ashok Nagar, Chennai, Tamil Nadu 600083",Highly Recommended Service,http://www.dynamiccadcamcae.com/,Yes
ECS IELTS,Coaching Institute,4.9,131,8056317318,"3, P.T. Rajan Salai",Highly Recommended Service,http://www.ecsielts.com/,Yes
EDUTEL ACADEMY,Coaching Institute,4.6,84,9094333322,"No-2C, Babu Jagan St, Jawaharlal Nehru Salai",Highly Recommended Service,http://www.edutelacademy.com/,Yes
SolidWorks Reseller Chennai - EGS Computers India Private Limited,Computer training Center,4.7,13,4424721212,"16/32, SolidWorks Sales Office:, 5th St, Dr.Subbaraya Nagar, Kodambakkam, Chennai, Tamil Nadu 600024",Highly Recommended Service,http://www.egsindia.com/,Yes
"Endurance Engineering Academy (EEA) | An IITian Initiative | GATE,ESE, PSUs & Technical Exam Coaching",Coaching Institute,4.9,211,9080822893,"2nd floor, 7/3, Madley Rd",Highly Recommended Service,http://www.enduranceenggacademy.in/,Yes
Excelrocker,Computer training Center,4.9,186,9962166117,"Door:C, 2nd Floor, No:72 153, Venkatrangam Pillai St",Highly Recommended Service,http://www.excelrocker.com/,Yes
Eyeopen Technologies,Computer training Center,3.9,272,4442632000,"1940, Rajamanickam Enclave, 18th Main Rd",Highly Recommended Service,http://www.eyeopentechnologies.com/,Yes
FIIT,Training Institute,4.7,436,9361402101,"No.213, 1st Floor, S Park St, near by OT Bus stand",Highly Recommended Service,http://www.fiit.co.in/,Yes
FIITJEE,Coaching Institute,4.2,207,4442859701,"175, Poonamallee High Rd, Opp Ega Theatre",Highly Recommended Service,http://www.fiitjeechennai.com/,Yes
FIITJEE Limited,Coaching Institute,4,68,9677177713,"No: 13/5, Second Avenue Indira Nagar, Adyar Opp. To Indira Nagar Water Tank",Highly Recommended Service,http://www.fiitjeechennai.com/,Yes
"SOFTWARE TESTING(MANUAL & AUTOMATION)TRAINING INSTITUTE CHENNAI,AWS & DEVOPS TRAINING CHENNAI,WEB DESIGNING COURSE IN CHENNAI",Coaching Institute,5,11,9840351492,"Shop N 0 : 10, Basement, Raahat Plaza, Arcot Rd",Highly Recommended Service,http://www.forerunsoftwaresolutions.com/,Yes
GREEN CHIP - Laptop Training Chennai,Computer training Center,4.9,280,9962405734,"NO.8 NAMBI TRADE CENTER, 2nd Floor, NARASHINGAPURAM STREET, Ritchie St",Highly Recommended Service,http://www.greenchip.in/,Yes
Greens Technology,Training Institute,4.8,2715,8925468983,"149, 1C/1D, 1st Floor Opposite to DLF IT Park Ramapuram, Above Axis Bank, Porur, Chennai, Tamil Nadu 600089",Highly Recommended Service,http://www.greenstechnologys.com/,Yes
Greens Technologies,Training Institute,4.8,811,8939975576,"51-A, 2nd floor, Velachery Main Rd",Highly Recommended Service,http://www.greenstechnologys.com/,Yes
"G-TEC COMPUTER EDUCATION , AMINJIKARAI",Computer training Center,3.7,3,6374153472,"Floor, No.724, Old. 723, Victory Towers, Third, 725, Poonamallee High Rd, Aminjikarai, Chennai, Tamil Nadu 600030",Highly Recommended Service,http://www.gteceducation.com/,Yes
High-Q Professional Academy (P) Ltd.,Coaching Institute,4.9,134,9176181444,"S6, New No. 16, Old, 42, Govindan Rd, West Mambalam, Chennai, Tamil Nadu 600033",Highly Recommended Service,http://www.highqacademy.com/,Yes
i5 Technologies,Training Institute,4.7,18,9943069059,"156, Jawaharlal Nehru Salai, Sarvamangala Colony, Sector 15, Ekkatuthangal, Chennai, Tamil Nadu 600078",Highly Recommended Service,http://www.i5technologies.co.in/,Yes
"I5 Technologies - IT Certification , Software Training & Placement Institute",Skill development,4.8,134,8939185656,"GV Complex, 32/20, 3rd Cross St E, Railway Colony, Aminjikarai, Chennai, Tamil Nadu 600030",Highly Recommended Service,http://www.i5technologies.in/,Yes
