Name,Category,Ratings,Rating counts,Mobile Number,Address,Segment,Website_clean,Website Status
Unik 32 Dental clinic,Dental clinic,0,95,9841040804,"20/27, 16th Ave, next to siva scans, opp. to velankanni school",Needs Improvement,http://www.32dentalcare.org/,Yes
Ananshi Dental Care,Dental clinic,4.9,15,9940443596,"Plot No. 31, Door No. 7/5, Murugappan Street, 91, Swamy Nagar Main Rd",Highly Recommended Service,http://www.ananshidentalcare.com/,Yes
Arudhra Multi-speciality Dental clinic (Dr. Sangeetha Duraisamy),Dental clinic,4.9,8,4423774469,"No: 53, AVM Ave 1st Main Rd, opp. to Puthra School",Highly Recommended Service,http://www.arudhradentalcare.com/,Yes
BB Dental Clinic,Dental clinic,4.6,28,8778564431,"N 0, 9, Subhiksha Apartments, 71, Thiruvengadapuram Main Rd",Highly Recommended Service,http://www.bbdentalclinic.com/,Yes
Best Laser Dental Clinic and Implant Centre (Full Mouth Dental Implant Specialists),Dental clinic,4.8,384,9840449777,"1/280, Mariamman Koil St, Near Arasamaram Bus stop, Kumudam Nagar, Mugalivakkam, Chennai, Tamil Nadu 600125",Highly Recommended Service,http://www.bestlaserdentalclinic.com/,Yes
New Sri Vari Dental Clinic,Dental clinic,4.9,166,7373031534,"62/2B1,Rukmani Street, 1st St, near Valli Vadivelan Vizha Mandapam, Rayala Nagar, Annexe, Ramapuram, Chennai, Tamil Nadu 600089",Highly Recommended Service,http://www.chennaidentalclinic.in/,Yes
Sri Ashtalakshmi Dental Clinic,Dental clinic,5,7,9841093388,"BHAIYA Complex, 273, Purasaivakkam High Rd",Highly Recommended Service,http://www.clouddentalcare.com/,Yes
Denplant Dental Care,Dental clinic,4.9,266,8870990995,"35, behind Poorvika Mobiles & Near Pink Women Hostel, Rajaji Avenue, Valasaravakkam, Chennai, Tamil Nadu 600087",Highly Recommended Service,http://www.denplantclinic.com/,Yes
Adarsh Dental Clinic | Dental Clinic in Vepery,Dental clinic,4.8,53,9381011816,"Vepery Clinic Address, No 3/1 , Tejashvi Complex, Second floor Mahaveer Colony, EVK Sampath Salai",Highly Recommended Service,http://www.dentistinchennai.com/,Yes
Dr. Amin's Dental Care,Dental clinic,5,125,8838960454,"56/3, Ambedkar road, Arcot Rd, Valasaravakkam, Chennai, Tamil Nadu 600087",Highly Recommended Service,http://www.draminsdental.com/,Yes
Tooth & Smile Dental Clinic,Dental clinic,4.9,442,9551120208,"60/71, Appu St",Highly Recommended Service,http://www.drmuralikarthik.com/,Yes
(new site ) Best Laser Dental Clinic and Implant Centre,Dental clinic,4.8,457,9171515077,"Plot no.160&161 Ramanujam salai, Antony St, Sridevi karumari amman nagar, Valasaravakkam, Chennai, Tamil Nadu 600087",Highly Recommended Service,http://www.drmurugavel.in/,Yes
Dr. Parakh's Dental and Implant Center | Best Dentist in Chennai | Kilpauk,Dental clinic,5,19,7200096633,"1st floor, 45A, 10, Barnaby Rd",Highly Recommended Service,http://www.drparakhdental.com/,Yes
Dr Shradha Dental Center - Dentist in Chennai,Dental clinic,4.9,211,4428190100,"36, GL House, Egmore High Rd, Egmore, Chennai, Tamil Nadu 600008",Highly Recommended Service,http://www.drshradhadental.com/,Yes
D.T SMILE CARE,Dental clinic,5,521,4449591525,"old no 21, new no 47, AJ Block 1st St, Thiruvenkatapuram, Choolaimedu, Chennai, Tamil Nadu 600094",Highly Recommended Service,http://www.dtsmilecare.com/,Yes
Gift Smile Dental Center,Dental clinic,4.9,664,9841825855,"180, 210, Pycrofts Rd, opp. to Amir Mahal, Pudupakkam, Royapettah, Chennai, Tamil Nadu 600014",Highly Recommended Service,http://www.giftsmiledental.com/,Yes
Harsini's Dental Clinic,Dental clinic,4.6,34,8637441312,"Landmark :, 45, Karnan Street Mogappair West, near Santhana Srinivasa Perumal Temple",Highly Recommended Service,http://www.harsinisdentalclinic.com/,Yes
Kaverri Dental Clinic,Dental clinic,5,21,4423663999,"47F, 4, Ramaswamy Salai",Highly Recommended Service,http://www.kaverridental.com/,Yes
KB Dental Clinic,Dental clinic,4.8,132,8610327805,"New no.10, old no.75,H- block, 5th Main Rd",Highly Recommended Service,http://www.kbdentalclinic.in/,Yes
K-Smile Dental care,Dental clinic,5,56,9840423237,"24, 27, Dr Ambedkar Rd, Dr.Subbaraya Nagar, Kodambakkam, Chennai, Tamil Nadu 600024",Highly Recommended Service,http://www.ksmiledentalcare.co.in/,Yes
Sree Lakshmi Dental Clinic,Dental clinic,5,5,4423770343,"C.v, Chintamani Vinayagar Koil St",Highly Recommended Service,http://www.lakshmidentalcare.com/,Yes
Malligai Dental Academy,Dental clinic,4.9,156,Unknown,Unknown,Highly Recommended Service,http://www.malligaidentalacademy.com/,Yes
NAK Dental Clinic By Dr K Komathy,Dental clinic,4.6,212,8754496297,"New 25, Jayagriha Apartment, Unnamalai Ammal St, T Nagar, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,http://www.nakdental.com/,Yes
Pearls Dentistry,Dental clinic,5,1837,4443581004,"No 1, 3rd Cross Street , St.Marys Road, Raja Annamalai Puram, Junction of St.Marys Road and C.P.Ramasamy Road, Chennai, Tamil Nadu 600028",Highly Recommended Service,http://www.pearlsdentistry.in/,Yes
Pedoplanet Children Dental Center,Dental clinic,4.9,1047,8778224763,"121/2, Hayagreeva Flats, Velachery Main Rd, Guindy, Chennai, Tamil Nadu 600032",Highly Recommended Service,http://www.pedoplanet.com/,Yes
POSH DENTISTRY - Invisalign / Braces / Implant / RCT / Home Consultation Best Dental Clinic in Chennai,Dental clinic,5,101,6379375849,"119/147, First floor, Alagappa Rd",Highly Recommended Service,http://www.poshdentistry.in/,Yes
"PureArc Dentistry (Invisalign chennai, Braces, Root canal, Dental clinic ashok nagar, Dental clinic near me, Dentist near me)",Dental clinic,5,262,9600856624,"Balaji Building, 36/A, 1st Ave, above Hotchips, Zaffarkhanpet, Ashok Nagar, Chennai, Tamil Nadu 600083",Highly Recommended Service,http://www.purearcdentistry.com/,Yes
Radiant Smile Dental Clinic (Dr Ravishanker & Dr Prashanthi),Dental clinic,5,230,8825986967,"94, 4th Main Rd, Chinmaya Nagar Stage 2, Natesan Nagar, Virugambakkam, Chennai, Tamil Nadu 600092",Highly Recommended Service,http://www.radiantsmiledental.org/,Yes
Roots N Crowns Dental Care | Dental clinic & Dentist in Anna Nagar | Root Canal doctor Anna Nagar | Dental Surgeon Anna Nagar,Dental clinic,4.9,154,4445566166,"83/11, 4th Main Road Rajparis Apartments, 4th Main Rd",Highly Recommended Service,http://www.rootsncrowns.com/,Yes
RR Dental Hospital,Dental clinic,4.9,1773,9500017242,"murugan temple, Landmark :Opposite to Hotel Ambika Empire, 98, Jawaharlal Nehru Salai, behind vadapalani, Vadapalani, Chennai, Tamil Nadu 600026",Highly Recommended Service,http://www.rrdentalhospital.com/,Yes
Senthil Dental Care,Dental clinic,4.8,166,9087211122,"No. 3/5, Kushaldoss St, Pushpa Colony, Saligramam, Chennai, Tamil Nadu 600093",Highly Recommended Service,http://www.senthildentalcare.co.in/,Yes
Shankar's Dental Clinic,Dental clinic,4.9,139,9444193998,"48, Q Block 15th St, Block Q, Anna Nagar, Chennai, Tamil Nadu 600040",Highly Recommended Service,http://www.shankarsdentalclinic.com/,Yes
Shree Annai Dental Clinic,Dental clinic,4.8,194,8189897104,"55/25, Agraharam Street, Chintadripet Agraharam Street (enterance, Arunachallam St",Highly Recommended Service,http://www.shreeannaidentalclinic.in/,Yes
Smile Designs Dental Clinic,Dental clinic,4.9,34,4447744088,"NEW NO.2,OLD, 82, 3rd St",Highly Recommended Service,http://www.smiledesignsdental.in/,Yes
SmilesIndia,Dental clinic,4.5,60,4424410758,"3/2, Indira Nagar 4th Main Rd",Highly Recommended Service,http://www.smilesindia.com/,Yes
Sparks Dental Centre,Dental clinic,4.8,171,6379749959,"AP-732 G’ Block 2nd Street, 11th Main Rd",Highly Recommended Service,http://www.sparksdental.in/,Yes
Dr. Yasmin Dental Clinic,Dental clinic,4.8,239,9551118120,"122, Arcot Rd, opposite murugan temple arch, Sarvamangala Colony, Vadapalani, Chennai, Tamil Nadu 600026",Highly Recommended Service,http://www.supremedentalcentre.in/,Yes
SAI DENTAL CARE AND IMPLANT CENTRE,Dental clinic,4.8,105,9884344493,"NEW NO.134/2 OLD NO. 106/2 LAKE VIEW ROAD, ARYA GOWDA, 33rd St, opposite to SITARAM VIDYALAYA, near POST OFFICE, R0AD EXTENSION, West Mambalam, Chennai, Tamil Nadu 600033",Highly Recommended Service,http://www.thesaidental.com/,Yes
Dr. Vasanth's Dental Clinic,Dental clinic,4.6,29,4424743512,"AP-399, 28th St, Sector 6, K. K. Nagar, Chennai, Tamil Nadu 600078",Highly Recommended Service,http://www.vasanthdental.com/,Yes
VENKAT DENTAL CENTER,Dental clinic,5,102,9003230250,"Entry through, 420/4, Vijayaraghavapuram 5th street,Saligramam, PV Rajamannar Salai, next to Bad Boyz, K. K. Nagar, Chennai, Tamil Nadu 600093",Highly Recommended Service,http://www.venkatdental.com/,Yes
"VIGNESH'S DENTAL ZONE (Advanced Implant, RCT & Invisalign Centre)",Dental clinic,4.9,186,7397394693,"Ground floor, No.5, Vembuliamman Koil St, opp. SIVET college&Next post office",Highly Recommended Service,http://www.vigneshdentalzone.com/,Yes
Wings Dental Care-Best Dental Clinic Vadapalani|Dental Implants|Aligners|Root Canal,Dental clinic,5,344,9543602232,"5, Gangai Amman Koil St, Thangal karai, Dharan Singh Colony, Vadapalani, Chennai, Tamil Nadu 600026",Highly Recommended Service,http://www.wingsdentalcare.com/,Yes
YASH DENTAL - IIT Madras,Dental clinic,4.9,498,9094277000,"IIT Hospital, 1st Cross Street, IIT, Campus, Guindy, Chennai, Tamil Nadu 600036",Highly Recommended Service,http://www.yashdental.com/,Yes
Absolute Dental Clinic,Dental clinic,4.9,256,9500052275,"G13, Ground Floor, 317, Valluvar Kottam High Rd",Highly Recommended Service,https://absolutedentalclinic.com/,Yes
AesthetiQ Dental Clinic,Dental clinic,4.9,144,8667087095,"141/73a, Pillaiyar Koil St",Highly Recommended Service,https://aesthetiquedentalclinic.online/,Yes
ANUSHA'S DENTAL - Best Dental Clinic in Chennai,Dental clinic,4.9,221,9962316321,"1st floor, Old no.40A, New no.221, Arcot Rd, Virugambakkam, Chennai, Tamil Nadu 600092",Highly Recommended Service,https://anushadental.com/,Yes
"Apollo Dental Clinic, Pondy Bazaar | Best Dental Clinic in Chennai | Root Canals, Aligners, Implants, Crowns",Dental clinic,4.9,276,9840983805,"Door No 11, 4, Sivaprakasam St, opposite to Brilliant Tutorial, Pondy Bazaar, Parthasarathi Puram, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,https://apollodental.in/,Yes
"Apollo Dental Clinic, Nungambakkam | Best Dental Clinic in Chennai | Root Canals, Aligners, Implants, Crowns",Dental clinic,4.8,329,8800881347,"Apollo Dental, Opp Starbucks, Next to Apollo Hospital Greams Road, Khader Nawaz Khan Rd, Nungambakkam, Chennai, Tamil Nadu 600006",Highly Recommended Service,https://apollodental.in/,Yes
"Apollo Dental Clinic, T Nagar | Best Dental Clinic in Chennai | Root Canals, Aligners, Implants, Crowns",Dental clinic,4.8,220,9962311113,"First Floor, No: 5/1 (3, Habibullah Rd, near Nadigar Sangam Building, Satyamurthy Nagar, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,https://apollodental.in/,Yes
"Apollo Dental, Arumbakkam | Best Dental Clinic in Chennai | Root Canal | Dental Implants| Aligners",Dental clinic,5,6,9500305504,"No 2, 1st Main Rd, near koyambedu bus terminus",Highly Recommended Service,https://apollodental.in/,Yes
"Apollo Dental Clinic, MRC Nagar | Best Dental Clinic Near Raja Annamalaipuram, Chennai | Implants, RCT, Aligners",Dental clinic,4.9,58,7397309998,"2, Sathyadev Ave, opp. Chettinad Vidyashram",Highly Recommended Service,https://apollodental.in/,Yes
"Apollo Dental Clinic, Anna Nagar | Best Dental Clinic in Chennai | Root Canals, Aligners, Implants, Crowns",Dental clinic,4.8,327,4448603670,"1st Floor, Metro Station, 2nd Ave, opp. to KFC, above Rams Tea House",Highly Recommended Service,https://apollodental.in/?utm_source=gmb-annanagar&utm_medium=website+button&utm_campaign=gmb+traffic,Yes
"Apollo Dental Clinic, Alandur | Best Dental Clinic in Chennai | Root Canals, Aligners, Implants, Crowns",Dental clinic,5,10,18001020288,"No. 7, Rajendran Hospital, Raadha, 10, Vembuli Amman Koil St, Mela Ilandaikulam, Alandur, Chennai, Tamil Nadu 600016",Highly Recommended Service,https://apollodental.in/chennai/alandur/our-clinics/apollo-dental-clinic-in-alandur?utm_source=gmb&utm_medium=website+button&utm_campaign=gmb+traffic,Yes
"Apollo Dental Clinic, Alandur | Best Dental Clinic in Chennai | Root Canals, Aligners, Implants, Crowns",Dental clinic,5,10,8001020288,"No. 7, Rajendran Hospital, Raadha, 10, Vembuli Amman Koil St",Highly Recommended Service,https://apollodental.in/chennai/alandur/our-clinics/apollo-dental-clinic-in-alandur?utm_source=gmb&utm_medium=website+button&utm_campaign=gmb+traffic,Yes
"Apollo Dental Clinic Kilpauk, Top Dental Clinic in Kilpauk - Root Canal, Crowns, Invisalign Provider, Implants",Dental clinic,5,50,6381448406,"70/67, New Avadi Rd, near Lifeline Hospital",Highly Recommended Service,https://apollodental.in/chennai/kilpauk/our-clinics/apollo-dental-clinic-in-kilapuk,Yes
Apollo Dental Clinic Adyar | Best Dental Clinic in Adyar | Root Canal |Dental Implants| Invisalign Aligners,Dental clinic,4.9,844,9884662077,"1st Floor, Apollo Dental Adyar, Gandhi Nagar 1st Main Rd, next to Westside, opp. Ambica Appalam",Highly Recommended Service,https://apollodentaladyar.com/,Yes
Apollo Dental Thiruvanmiyur (ECR) | Best Dental Clinic in ECR | Dentist in ECR | Dental Implants| Invisalign Aligners,Dental clinic,4.9,1400,9884661077,"East Coast Rd, next to RTO office building",Highly Recommended Service,https://apollodentalecr.co.in/,Yes
"Apollo Dental Clinic in Kotturpuram | Best Dental Clinic in Kotturpuram, Chennai | Root Canal | Dental Implants | Invisalign",Dental clinic,4.9,529,9884661377,"VCT building(Opp AMM school) , 36/2 Gandhi mandapam road, &, Ranjith Rd, Kotturpuram, Chennai, Tamil Nadu 600085",Highly Recommended Service,https://apollodentalkotturpuram.com/,Yes
"Apollo Dental, St. Thomas Mount | Best Dental Clinic in Chennai | Root Canal | Dental Implants| Invisalign",Dental clinic,5,29,9600991468,"SECOND FLOOR 6/33-1 PAUL WELLS ROAD,PERUMAL STREET BUTT ROAD ST, THOMAS ROAD, Chennai, Tamil Nadu 600016",Highly Recommended Service,https://apollodentalstthomasmount.com/,Yes
Karthika dental clinic,Dental clinic,4.9,8,4424744396,"80, Doctor center, 78, 4th Ave",Highly Recommended Service,https://appointik.in/karthikadentalclinic/,Yes
Besant Dental Care - Dental Clinic,Dental clinic,4.8,50,7032333119,"T45 A&B, Shubham Apartments, 2nd Floor, 7th Avenue, Annai Velankanni Road",Highly Recommended Service,https://besantdentalcare.com/,Yes
"Best Dental Clinic - Dr.N.Deenadayalan in Pondy Bazzar , T Nagar Chennai",Dental clinic,4.9,75,9444103385,"G-4, Sri Devi Apartment, 3, Lakshmikanthan St, Pondy Bazaar, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,https://bestdentalclinicchennai.com/,Yes
Blue Dental,Dental clinic,4.9,1066,7871192939,"5, 3rd Ave, Block H, Annanagar East, Chennai, Tamil Nadu 600102",Highly Recommended Service,https://bluedental.in/,Yes
Chennai dental centre,Dental clinic,4.5,26,9381070890,"128, Venkatrangam Pillai St",Highly Recommended Service,https://chennaidental.com/,Yes
Chennai Dental Centre ECR,Dental clinic,4.7,73,9382277477,"1 10, SH 49, next to Shrdha School",Highly Recommended Service,https://chennaidental.com/,Yes
iSmile Dental Clinic,Dental clinic,4.8,26,9840143052,"No. 2, 128, Raghavan St",Highly Recommended Service,https://chennai-i-smiledentalclinic.com/,Yes
"Clove Dental Clinic - Alwarthirunagar, Chennai",Dental clinic,5,129,4069260043,"5 Arcot Road, Alwar Thiru Nagar Annexe",Highly Recommended Service,https://clovedental.in/dentist-near-me/chennai/alwarthirunagar,Yes
"Clove Dental Clinic - Guindy, Chennai",Dental clinic,4.8,522,4069260044,"Above cuts and comb parlour, Guindy City Link Road, Pachaiyamman Koil Street",Highly Recommended Service,https://clovedental.in/dentist-near-me/chennai/guindy?utm_source=website&utm_medium=gmb&utm_campaign=guindy_gmb_chennai,Yes
"Clove Dental Clinic - OMR, Chennai",Dental clinic,4.9,936,4069260045,"Old Mahabalipuram Road, above Sree Lighting Co",Highly Recommended Service,https://clovedental.in/dentist-near-me/chennai/omr-perungudi?utm_source=website&utm_medium=gmb&utm_campaign=omr_gmb_chennai,Yes
D Care Dental Clinic,Dental clinic,4.9,429,9884718819,"11, Veeraraghavan St, NCBS Colony, Nanganallur, Chennai, Tamil Nadu 600061",Highly Recommended Service,https://dcaredental.co.in/,Yes
"OrthoSquare Dental Clinic - West Mambalam, Chennai",Dental clinic,4.9,148,8071820826,"first floor, 16/1, Varadappan St, nearby Anugraha Mini Hall, Vivekanandapuram, West Mambalam, Chennai, Tamil Nadu 600033",Highly Recommended Service,https://dental-clinics.orthosquare.com/near-me/chennai/west-mambalam/orthosquare-dental-clinic-in-west-mambalam-chennai--134rau/home,Yes
"DENTIN - The Dental Centre, KK Nagar",Dental clinic,4.9,361,9884532132,"Door No.18, PV Rajamannar Salai, near Thai Sathya School, Ayyapuram, K. K. Nagar, Chennai, Tamil Nadu 600078",Highly Recommended Service,https://dentindentalcentre.com/,Yes
"Dentistree Dental Care, Teynampet",Dental clinic,4.8,265,9940040033,"SIET College, No. 49, Kavignar Bharathidasan Rd",Highly Recommended Service,https://dentistree.in/appointment/,Yes
Dr Anji Dental Care| Best Dental Clinic In Mogappair| Chennai,Dental clinic,5,270,9566177798,"First Floor, No.5/PC 2A, Bharathi Salai, above IndusInd Bank, Mogappair West, Landmark:, Chennai, Tamil Nadu 600037",Highly Recommended Service,https://dranjidentalcare.com/,Yes
POOJA DENTAL CLINIC-Perambur/Periyar Nagar/Jawahar Nagar/Madhavaram/Chennai,Dental clinic,4.9,196,4445571093,"21/1, Patel Rd, behind Perambur Bus Terminus",Highly Recommended Service,https://drdeepakppooja.drxpro.in/,Yes
"Dr.Dilip Dental Centre | TMJ, Migraine, Sleep, Braces, Implant in Chennai",Dental clinic,4.9,1031,9884520520,"GF-3, Ground Floor, vasanth apartments, TF6, near Velammal hall, Mel Ayanambakkam, Ambattur Industrial Estate, Chennai, Tamil Nadu 600095",Highly Recommended Service,https://drdilipdentalcentre.com/,Yes
"Dr D's Dentistry - Best Dental Clinic in Royapettah, Chennai",Dental clinic,5,278,8148263339,"Old 250, New 110, Royapettah High Rd, near Swagath Hotel and Road, adjacent to Bharat Petrol bunk",Highly Recommended Service,https://drdsdentistry.com/,Yes
Sparkle Dental Clinic,Dental clinic,5,63,9790780027,"old 26, new 34, new 34, Angalamman Kovil St, opposite to KLP eastern gate 2",Highly Recommended Service,https://drgeethasparkledentalclinic.com/,Yes
Dr Goldwyn's Dental care | Best Dental Clinic in Valasaravakkam | Best Dentist in Chennai,Dental clinic,5,19,9840033872,"No:84, Majestic colony Main Road, Chowdry Nagar Main Rd, Rose Garden, Valasaravakkam, Chennai, Tamil Nadu 600087",Highly Recommended Service,https://drgoldwyn.in/,Yes
Dr. Shaik's Dental Clinic & Implant Center,Dental clinic,5,728,9080764508,"98, 180, Prakasam Road",Highly Recommended Service,https://drshaiksdentalclinicandimplantce.website3.me/,Yes
Sk dental clinic & Orthodontic centre,Dental clinic,4.6,108,7904020337,66/1 2nd Main Road Raja Annamalai Puram,Highly Recommended Service,https://drsridhar.drxpro.in/,Yes
Dr.Vikram's Dental & General clinic,Dental clinic,5,133,9791118536,"First Floor, 31, 33, 2nd St, opp. to Kasi Theatre, Anjugam Nagar, West Jafferkhanpet, Chennai, Tamil Nadu 600083",Highly Recommended Service,https://drvikramsdentalclinic.com/,Yes
Floss and Gloss Dental Clinic,Dental clinic,4.8,54,9962672323,"6-16, A R St",Highly Recommended Service,https://flossandglossclinics.com/,Yes
Glow Dental,Dental clinic,4.8,348,7397398100,Koot Rd,Highly Recommended Service,https://glowdentalcare.in/,Yes
The Happy Smile Dental Clinic,Dental clinic,5,444,8144340033,"11/6, Kannadasan Rd opp Tirumala Tirupathi Devasthanam(adjacent Natesen Park T.Nagar Near Professional courier T.Nagar Br, Chennai, Tamil Nadu 600017",Highly Recommended Service,https://happysmile.in/,Yes
Divinity Dental and Wholistic Health Care Clinic,Dental clinic,4.8,37,8825876700,"1170, 14th St, Malligaipoo Cheri, Pudur, Ashok Nagar, Chennai, Tamil Nadu 600083",Highly Recommended Service,https://healthcaredivinity.com/,Yes
Smile On Multispeciality Dental Clinic,Dental clinic,4.9,26,8122086404,"17, KKP Salai",Highly Recommended Service,https://instagram.com/_smile_on_dental_clinic_?igshid=mzmynguynmu2yq==,Yes
JGHR Total Dental Care | Dental Clinic in Chennai T Nagar,Dental clinic,4.7,70,9841094195,"Mylai Ranganathan St, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,https://jghrdental.com/,Yes
Dr.Kishor’s Dentistry - Chennai’s No.1 Diamond Invisalign Centre,Dental clinic,5,1616,8122222733,"BMS Complex, Plot No 9, near, Harleys Rd, opposite to Buhari Hotel, Kilpauk, Chennai, Tamil Nadu 600010",Highly Recommended Service,https://kishorsdentistry.com/,Yes
Kumaran Dental Clinic,Dental clinic,4.6,72,9841295911,"145, Plot No.145, 4th Cross St, near R6 Police Station, Sekar Nagar, Ragavan Colony, West Saidapet, West Jafferkhanpet, Chennai, Tamil Nadu 600083",Highly Recommended Service,https://kumarandental.in/,Yes
